iterationName	gameid	time	trialNum	role	block_num	block_type	time_in_ms	critter	critter_num	species	color	prop1	prop2	tar1	tar2	tar3	internal_prop	selected	full_globalColor0_p	full_globalColor0_color_mean	full_globalColor0_color_var	full_globalColor1_p	full_globalColor1_color_mean	full_globalColor1_color_var	full_prop1	full_prop2	full_tar1	full_tar2	full_internal_prop	score	eventType
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652309808	2	playerB	0	testCritters	14381	fish	0	glippet	#F52A37	0	0	false	false	false	1	1	1	red	0.001	0	red	0.001	0	0	0	0		hit	logTest
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652309820	2	playerB	0	testCritters	14381	fish	1	truft	#FF8C00	0	0	false	false	false	1	0	1	orange	0.001	0	orange	0.001	0	0	0	0		miss	logTest
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652309821	2	playerB	0	testCritters	14381	fish	2	glippet	#F52A37	0	0	false	false	false	1	1	1	red	0.001	0	red	0.001	0	0	0	0		hit	logTest
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652309821	2	playerB	0	testCritters	14381	fish	3	saper	#EDCA00	0	0	false	false	false	0	1	1	yellow	0.001	0	yellow	0.001	0	0	0	0		falseAlarm	logTest
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652309822	2	playerB	0	testCritters	14381	fish	4	truft	#FF8C00	0	0	false	false	false	1	0	1	orange	0.001	0	orange	0.001	0	0	0	0		miss	logTest
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652309823	2	playerB	0	testCritters	14381	fish	5	saper	#EDCA00	0	0	false	false	false	0	1	1	yellow	0.001	0	yellow	0.001	0	0	0	0		falseAlarm	logTest
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652309824	2	playerB	0	testCritters	14381	fish	6	saper	#EDCA00	0	0	false	false	false	0	1	1	yellow	0.001	0	yellow	0.001	0	0	0	0		falseAlarm	logTest
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652309824	2	playerB	0	testCritters	14381	fish	7	truft	#FF8C00	0	0	false	false	false	1	0	1	orange	0.001	0	orange	0.001	0	0	0	0		miss	logTest
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652309825	2	playerB	0	testCritters	14381	fish	8	truft	#FF8C00	0	0	false	false	false	1	0	1	orange	0.001	0	orange	0.001	0	0	0	0		miss	logTest
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652309826	2	playerB	0	testCritters	14381	fish	9	saper	#EDCA00	0	0	false	false	false	0	1	1	yellow	0.001	0	yellow	0.001	0	0	0	0		falseAlarm	logTest
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652309826	2	playerB	0	testCritters	14381	fish	10	glippet	#F52A37	0	0	false	false	false	1	1	1	red	0.001	0	red	0.001	0	0	0	0		hit	logTest
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652309827	2	playerB	0	testCritters	14381	fish	11	glippet	#F52A37	0	0	false	false	false	0	1	1	red	0.001	0	red	0.001	0	0	0	0		falseAlarm	logTest
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652326714	2	playerA	0	testCritters	28736	tree	0	reesle	#EDCA00	0.8	0.8	false	false	false	1	1	1	yellow	0.001	0	yellow	0.001	0.8	0.8	0	0		hit	logTest
