iterationName	gameid	time	trialNum	role	block_num	block_type	time_in_ms	critter	critter_num	species	color	prop1	prop2	tar1	tar2	tar3	internal_prop	selected	full_globalColor0_p	full_globalColor0_color_mean	full_globalColor0_color_var	full_globalColor1_p	full_globalColor1_color_mean	full_globalColor1_color_var	full_prop1	full_prop2	full_tar1	full_tar2	full_internal_prop	score	eventType
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663228145	2	playerB	0	testCritters	4367	fish	0	morseth	#5CA4DB	0	0	false	false	false	1	0	1	blue	0.001	0	blue	0.001	0	0	0	0		miss	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663228165	2	playerB	0	testCritters	4367	fish	1	morseth	#5CA4DB	0	0	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0	0	0	0		correctRejection	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663228170	2	playerB	0	testCritters	4367	fish	2	morseth	#5CA4DB	0	0	false	false	false	1	0	1	blue	0.001	0	blue	0.001	0	0	0	0		miss	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663228171	2	playerB	0	testCritters	4367	fish	3	morseth	#5CA4DB	0	0	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0	0	0	0		correctRejection	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663228172	2	playerB	0	testCritters	4367	fish	4	stup	#FF8C00	0	0	false	false	false	0	0	1	orange	0.001	0	orange	0.001	0	0	0	0		correctRejection	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663228173	2	playerB	0	testCritters	4367	fish	5	stup	#FF8C00	0	0	false	false	false	1	0	1	orange	0.001	0	orange	0.001	0	0	0	0		miss	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663228174	2	playerB	0	testCritters	4367	fish	6	ackle	#228C22	0	0	false	false	false	0	1	1	green	0.001	0	green	0.001	0	0	0	0		falseAlarm	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663228177	2	playerB	0	testCritters	4367	fish	7	ackle	#228C22	0	0	false	false	false	0	1	1	green	0.001	0	green	0.001	0	0	0	0		falseAlarm	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663228178	2	playerB	0	testCritters	4367	fish	8	ackle	#228C22	0	0	false	false	false	1	1	1	green	0.001	0	green	0.001	0	0	0	0		hit	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663228186	2	playerB	0	testCritters	4367	fish	9	stup	#FF8C00	0	0	false	false	false	0	0	1	orange	0.001	0	orange	0.001	0	0	0	0		correctRejection	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663228186	2	playerB	0	testCritters	4367	fish	10	ackle	#228C22	0	0	false	false	false	1	1	1	green	0.001	0	green	0.001	0	0	0	0		hit	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663228187	2	playerB	0	testCritters	4367	fish	11	stup	#FF8C00	0	0	false	false	false	1	0	1	orange	0.001	0	orange	0.001	0	0	0	0		miss	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663307880	2	playerA	0	testCritters	22762	tree	0	lorch	#5CA4DB	0.8	0.8	false	false	false	0	1	1	blue	0.001	0	blue	0.001	0.8	0.8	0	0		falseAlarm	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663307881	2	playerA	0	testCritters	22762	tree	1	zorb	#FF8C00	0.8	0.8	false	false	false	1	1	1	orange	0.001	0	orange	0.001	0.8	0.8	0	0		hit	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663307881	2	playerA	0	testCritters	22762	tree	2	lorch	#5CA4DB	0.8	0.8	false	false	false	1	1	1	blue	0.001	0	blue	0.001	0.8	0.8	0	0		hit	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663307882	2	playerA	0	testCritters	22762	tree	3	zorb	#FF8C00	0.8	0.8	false	false	false	1	1	1	orange	0.001	0	orange	0.001	0.8	0.8	0	0		hit	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663307882	2	playerA	0	testCritters	22762	tree	4	plov	#B630F0	0.8	0.8	false	false	false	1	0	1	purple	0.001	0	purple	0.001	0.8	0.8	0	0		miss	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663307883	2	playerA	0	testCritters	22762	tree	5	plov	#B630F0	0.8	0.8	false	false	false	1	0	1	purple	0.001	0	purple	0.001	0.8	0.8	0	0		miss	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663307884	2	playerA	0	testCritters	22762	tree	6	plov	#B630F0	0.8	0.8	false	false	false	0	0	1	purple	0.001	0	purple	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663307885	2	playerA	0	testCritters	22762	tree	7	lorch	#5CA4DB	0.8	0.8	false	false	false	0	0	1	blue	0.001	0	blue	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663307885	2	playerA	0	testCritters	22762	tree	8	lorch	#5CA4DB	0.8	0.8	false	false	false	1	0	1	blue	0.001	0	blue	0.001	0.8	0.8	0	0		miss	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663307886	2	playerA	0	testCritters	22762	tree	9	plov	#B630F0	0.8	0.8	false	false	false	0	1	1	purple	0.001	0	purple	0.001	0.8	0.8	0	0		falseAlarm	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663307887	2	playerA	0	testCritters	22762	tree	10	zorb	#FF8C00	0.8	0.8	false	false	false	0	0	1	orange	0.001	0	orange	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663307887	2	playerA	0	testCritters	22762	tree	11	zorb	#FF8C00	0.8	0.8	false	false	false	0	1	1	orange	0.001	0	orange	0.001	0.8	0.8	0	0		falseAlarm	logTest
