stim_num	turker_label	true_label	is_correct	eventType	experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num
0	false	true	false	logTest	mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547846256028	explorer	3	"fish with whiskers"	fish_whiskers	0
1	false	false	true	logTest	mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547846256028	explorer	3	"fish with whiskers"	fish_whiskers	0
2	false	false	true	logTest	mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547846256028	explorer	3	"fish with whiskers"	fish_whiskers	0
3	true	true	true	logTest	mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547846256028	explorer	3	"fish with whiskers"	fish_whiskers	0
4	false	false	true	logTest	mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547846256028	explorer	3	"fish with whiskers"	fish_whiskers	0
5	true	true	true	logTest	mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547846256028	explorer	3	"fish with whiskers"	fish_whiskers	0
6	true	true	true	logTest	mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547846256028	explorer	3	"fish with whiskers"	fish_whiskers	0
7	false	false	true	logTest	mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547846256028	explorer	3	"fish with whiskers"	fish_whiskers	0
8	true	true	true	logTest	mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547846256028	explorer	3	"fish with whiskers"	fish_whiskers	0
9	true	true	true	logTest	mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547846256028	explorer	3	"fish with whiskers"	fish_whiskers	0
10	true	true	true	logTest	mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547846256028	explorer	3	"fish with whiskers"	fish_whiskers	0
11	false	false	true	logTest	mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547846256028	explorer	3	"fish with whiskers"	fish_whiskers	0
