experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	4035-cb30b655-617f-4b5b-98a6-41a38ff3619e	1548098246566	explorer	19	"flowers with orange petals and purple centers"	flowers_orange_petals_purple_centers	0	4	6	34	6	0	logScores
mp-game-6	pilot	4035-cb30b655-617f-4b5b-98a6-41a38ff3619e	1548098263283	student	19	"flowers with orange petals and purple centers"	flowers_orange_petals_purple_centers	0	3	7	40	0	3	logScores
mp-game-6	pilot	4035-cb30b655-617f-4b5b-98a6-41a38ff3619e	1548098530649	explorer	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	1	7	23	14	6	1	logScores
mp-game-6	pilot	4035-cb30b655-617f-4b5b-98a6-41a38ff3619e	1548098537530	student	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	1	1	29	19	1	0	logScores
mp-game-6	pilot	4035-cb30b655-617f-4b5b-98a6-41a38ff3619e	1548098718313	student	39	"bugs with (white legs and purple wings) or orange antennae"	bugs_white_legs_purple_wings_or_orange_antennae	2	0	12	30	8	0	logScores
mp-game-6	pilot	4035-cb30b655-617f-4b5b-98a6-41a38ff3619e	1548098727430	explorer	39	"bugs with (white legs and purple wings) or orange antennae"	bugs_white_legs_purple_wings_or_orange_antennae	2	1	11	35	3	0	logScores
mp-game-6	pilot	4035-cb30b655-617f-4b5b-98a6-41a38ff3619e	1548099082518	student	9	"trees without leaves"	trees_without_leaves	3	0	9	40	1	0	logScores
mp-game-6	pilot	4035-cb30b655-617f-4b5b-98a6-41a38ff3619e	1548099097867	explorer	9	"trees without leaves"	trees_without_leaves	3	1	8	38	3	0	logScores
mp-game-6	pilot	4035-cb30b655-617f-4b5b-98a6-41a38ff3619e	1548099232713	student	49	"birds with (white crests or orange wings) and tails"	birds_white_crests_or_orange_wings_tails	4	0	12	33	5	0	logScores
mp-game-6	pilot	4035-cb30b655-617f-4b5b-98a6-41a38ff3619e	1548099256791	explorer	49	"birds with (white crests or orange wings) and tails"	birds_white_crests_or_orange_wings_tails	4	1	11	37	1	0	logScores
