experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	1547848331077	explorer	45	"fish with (white stripes or purple bodies) and whiskers"	fish_white_stripes_or_purple_bodies_whiskers	0	13	0	28	9	4	logScores
mp-game-6	pilot	7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	1547848335588	student	45	"fish with (white stripes or purple bodies) and whiskers"	fish_white_stripes_or_purple_bodies_whiskers	0	1	12	30	7	0	logScores
mp-game-6	pilot	7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	1547848671288	explorer	35	"flowers with (thorns and purple petals) or orange stems"	flowers_thorns_purple_petals_or_orange_stems	1	2	21	25	2	0	logScores
mp-game-6	pilot	7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	1547848801505	student	35	"flowers with (thorns and purple petals) or orange stems"	flowers_thorns_purple_petals_or_orange_stems	1	0	23	27	0	0	logScores
mp-game-6	pilot	7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	1547849074092	explorer	15	"birds with orange wings and tails"	birds_orange_wings_tails	2	0	7	43	0	0	logScores
mp-game-6	pilot	7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	1547849145468	student	15	"birds with orange wings and tails"	birds_orange_wings_tails	2	4	3	31	12	0	logScores
mp-game-6	pilot	7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	1547849419339	explorer	5	"bugs without wings"	bugs_without_wings	3	3	13	25	9	0	logScores
mp-game-6	pilot	7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	1547849469241	student	5	"bugs without wings"	bugs_without_wings	3	4	12	14	20	0	logScores
mp-game-6	pilot	7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	1547849662427	explorer	25	"trees with white leaves or orange berries"	trees_white_leaves_or_orange_berries	4	7	9	28	6	1	logScores
mp-game-6	pilot	7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	1547849723860	student	25	"trees with white leaves or orange berries"	trees_white_leaves_or_orange_berries	4	7	9	21	13	0	logScores
