experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	5637-aa891749-6381-4fff-8a27-89086635aad3	1548453880353	explorer	2	"fish with white fangs"	fish_fangs	0	24	0	26	0	24	logScores
mp-game-6	pilot	5637-aa891749-6381-4fff-8a27-89086635aad3	1548453895957	student	2	"fish with white fangs"	fish_fangs	0	24	0	26	0	24	logScores
mp-game-6	pilot	5637-aa891749-6381-4fff-8a27-89086635aad3	1548454241625	explorer	42	"flowers with (purple centers or orange stems) and thorns"	flowers_purple_centers_or_orange_stems_with_thorns	1	14	9	18	9	5	logScores
mp-game-6	pilot	5637-aa891749-6381-4fff-8a27-89086635aad3	1548454258479	student	42	"flowers with (purple centers or orange stems) and thorns"	flowers_purple_centers_or_orange_stems_with_thorns	1	23	0	13	14	9	logScores
mp-game-6	pilot	5637-aa891749-6381-4fff-8a27-89086635aad3	1548454687882	explorer	32	"Tree with (orange berries and purple trunks) or white leaves"	trees_orange_berries_purple_trunks_or_white_leaves	2	10	1	34	5	5	logScores
mp-game-6	pilot	5637-aa891749-6381-4fff-8a27-89086635aad3	1548454692387	student	32	"Tree with (orange berries and purple trunks) or white leaves"	trees_orange_berries_purple_trunks_or_white_leaves	2	0	11	36	3	0	logScores
mp-game-6	pilot	5637-aa891749-6381-4fff-8a27-89086635aad3	1548455065651	explorer	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	3	4	6	34	6	0	logScores
mp-game-6	pilot	5637-aa891749-6381-4fff-8a27-89086635aad3	1548455113687	student	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	3	0	10	39	1	0	logScores
mp-game-6	pilot	5637-aa891749-6381-4fff-8a27-89086635aad3	1548455531379	student	22	"birds with orange tails or white wings"	birds_orange_tails_or_white_wings	4	1	20	28	1	0	logScores
mp-game-6	pilot	5637-aa891749-6381-4fff-8a27-89086635aad3	1548455536011	explorer	22	"birds with orange tails or white wings"	birds_orange_tails_or_white_wings	4	3	18	26	3	0	logScores
