experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	3027-bf78bd29-679a-475a-b0c0-1ca9149a31dc	1548691831422	explorer	23	"birds with orange crests or purple wings"	birds_orange_crests_or_purple_wings	0	18	9	23	0	18	logScores
mp-game-6	pilot	3027-bf78bd29-679a-475a-b0c0-1ca9149a31dc	1548691839913	student	23	"birds with orange crests or purple wings"	birds_orange_crests_or_purple_wings	0	18	9	23	0	18	logScores
mp-game-6	pilot	3027-bf78bd29-679a-475a-b0c0-1ca9149a31dc	1548692250206	explorer	13	"bugs with wings and antennae"	bugs_wings_antennae	1	4	30	16	0	4	logScores
mp-game-6	pilot	3027-bf78bd29-679a-475a-b0c0-1ca9149a31dc	1548692258005	student	13	"bugs with wings and antennae"	bugs_wings_antennae	1	32	2	6	10	22	logScores
mp-game-6	pilot	3027-bf78bd29-679a-475a-b0c0-1ca9149a31dc	1548692492382	explorer	43	"flowers with (purple stems or thorns) and white centers"	flowers_purple_stems_or_thorns_white_centers	2	2	10	32	6	0	logScores
mp-game-6	pilot	3027-bf78bd29-679a-475a-b0c0-1ca9149a31dc	1548692611002	student	43	"flowers with (purple stems or thorns) and white centers"	flowers_purple_stems_or_thorns_white_centers	2	0	12	35	3	0	logScores
mp-game-6	pilot	3027-bf78bd29-679a-475a-b0c0-1ca9149a31dc	1548692949533	student	33	"trees with (leaves and berries) or orange trunks"	trees_leaves_berries_or_orange_trunks	3	27	11	10	2	25	logScores
mp-game-6	pilot	3027-bf78bd29-679a-475a-b0c0-1ca9149a31dc	1548692992458	explorer	33	"trees with (leaves and berries) or orange trunks"	trees_leaves_berries_or_orange_trunks	3	2	36	12	0	2	logScores
mp-game-6	pilot	3027-bf78bd29-679a-475a-b0c0-1ca9149a31dc	1548693247976	explorer	3	"fish with whiskers"	fish_whiskers	4	16	11	23	0	16	logScores
mp-game-6	pilot	3027-bf78bd29-679a-475a-b0c0-1ca9149a31dc	1548693252956	student	3	"fish with whiskers"	fish_whiskers	4	27	0	23	0	27	logScores
