experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1547844738356	explorer	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	0	26	3	21	0	26	logScores
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1547844744537	student	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	0	15	14	11	10	5	logScores
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1547845163945	explorer	26	"flowers with purple petals or thorns"	flowers_purple_petals_or_thorns	1	29	9	12	0	29	logScores
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1547845202274	student	26	"flowers with purple petals or thorns"	flowers_purple_petals_or_thorns	1	4	34	12	0	4	logScores
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1547845685787	explorer	6	"birds with tails"	birds_tails	2	27	0	23	0	27	logScores
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1547845764589	student	6	"birds with tails"	birds_tails	2	4	23	23	0	4	logScores
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1547846102097	explorer	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	3	8	0	40	2	6	logScores
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1547846155088	student	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	3	2	6	42	0	2	logScores
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1547846462984	explorer	46	"bugs with (antennae or wings) and purple bodies"	bugs_antennae_or_wings_purple_bodies	4	0	24	24	2	0	logScores
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1547846469524	student	46	"bugs with (antennae or wings) and purple bodies"	bugs_antennae_or_wings_purple_bodies	4	20	4	26	0	20	logScores
