iterationName	gameid	time	trialNum	role	type	hits	misses	correct_rejections	false_alarms	score	eventType
pilot1	4472-c2464183-e97f-4d6a-acbf-7108bf7a9a09	1525125000700	1	explorer	training	2	3	46	2	0	logScores
pilot1	4472-c2464183-e97f-4d6a-acbf-7108bf7a9a09	1525125187864	1	explorer	testing	4	0	24	0	4	logScores
pilot1	4472-c2464183-e97f-4d6a-acbf-7108bf7a9a09	1525125212600	1	student	testing	4	0	23	1	3	logScores
