iterationName	gameid	time	trialNum	role	type	hits	misses	correct_rejections	false_alarms	score	eventType
pilot1	1869-e73d22fa-0f15-4446-b8d2-63d0d11d4842	1525295526608	1	explorer	training	18	9	14	10	8	logScores
pilot1	1869-e73d22fa-0f15-4446-b8d2-63d0d11d4842	1525295821751	1	explorer	testing	8	10	12	0	8	logScores
pilot1	1869-e73d22fa-0f15-4446-b8d2-63d0d11d4842	1525295846875	1	student	testing	8	10	12	0	8	logScores
