iterationName	gameid	time	trialNum	role	type	hits	misses	correct_rejections	false_alarms	score	eventType
pilot1	7592-e485c8b3-bf5f-48bf-a22b-25e266b60176	1525123513067	1	explorer	training	8	8	34	0	8	logScores
pilot1	7592-e485c8b3-bf5f-48bf-a22b-25e266b60176	1525123721699	1	student	testing	11	0	20	0	11	logScores
pilot1	7592-e485c8b3-bf5f-48bf-a22b-25e266b60176	1525123747377	1	explorer	testing	11	0	20	0	11	logScores
