iterationName	gameid	time	trialNum	role	type	hits	misses	correct_rejections	false_alarms	score	eventType
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131088675	1	explorer	training	4	1	10	35	-31	logScores
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131442401	1	explorer	testing	0	4	27	0	0	logScores
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131463388	1	student	testing	1	3	9	18	-17	logScores
