iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	 I was patient and allowed the teacher to tell me all the details	 	humanPartner	likePartner	eventType
pilot1	6380-d4f1a51c-6a72-45e6-bd9f-100c16065013	1525131708525	1	student	yes	2	yes	25	Female	3		no	$2	I think  it was good			yes	liked	logSubjInfo
pilot1	6380-d4f1a51c-6a72-45e6-bd9f-100c16065013	1525131818474	1	explorer	yes	2	yes	50	Male	3	love these kind of hits		3	I tried to look for differences in similar creatures	yes	okay	logSubjInfo
