iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
pilot1	8930-1822f0dc-7145-4191-ae44-ef7d26973936	1525123625995	1	student	yes	2	yes	38	Male	3		None		1.25	My partner did the investigation and gave me clear instructions on what a wudsy was	yes	liked	logSubjInfo
pilot1	8930-1822f0dc-7145-4191-ae44-ef7d26973936	1525123786359	1	explorer	yes	1	yes	31	Male	3	Odd that the explorer doesn't have the option to continue the experiment and must rely on the student to "continue" first before they even get the option to do so	 but the explorer can't do anything if the student chooses to be malicious and never continues the experiment		No issues	1.5	Assume everything is "wudsy" until told otherwise	" determine the properties that make them "wudsy		yes	okay	logSubjInfo
