iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	3744-99a474ce-0034-4e12-8564-28a9ce1b8544	1524848562168		explorer	yes	1	yes	39	Female	2		no	3.00	Look for what each had in common	no	okay	logSubjInfo
