iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	 this is not my fault! I didn't refresh or do anything	 Please still pay me	 	fairprice	5 (since I waited for a partner)	strategy	humanPartner	likePartner	eventType
pilot1	6354-5adb8db1-e90b-49c1-acd4-67a6c1d70103	1525133129417	1	explorer	yes	2	yes	29	Female	4	I like the creatures		yes				well		first figure out how many kind of creatures there are	yes	okay	logSubjInfo
