iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	0225-6ab2742c-0b64-4546-87c9-4f1c8401c827	1525130904624	1	student	yes	2	yes	23	Female	3		no	1.5	according to my partner's instruction	yes	okay	logSubjInfo
pilot1	0225-6ab2742c-0b64-4546-87c9-4f1c8401c827	1525131068486	1	explorer		2	yes	63	Male	2	I would be interested to know what characteristics compromises what we were looking for		none	2.00	I tried to observe the animals detected as wudsy however I would have liked the time to review the results prior to talking to my partner		no	okay	logSubjInfo
