"workerid","col4_crit","species","prop2_crit","trial_num","question","time_in_seconds","prop1_crit","critter","col1_crit","tar1_crit","tar2_crit","col3_crit","col2_crit","col4","col5","col2","col3","col1","response","condition","trial_type","prop1","prop2","col5_crit","tar2","tar1"
10,-99,"blicket","fatness",8,"tar1",4.374,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fc4501","#ea8806","#d13c11","Yes","label_book","learning_trial",0.234466578529,0.013263392068,-99,0,1
10,-99,"blicket","fatness",9,"tar2",4.775,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4400","#e4cd15","#d5591c","No","label_book","learning_trial",0.373597328568,0.432733330998,-99,0,1
10,-99,"blicket","fatness",10,"tar1",3.072,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4500","#e2380f","#e7642b","Yes","label_book","learning_trial",0.921430162562,0.806637400776,-99,0,1
10,-99,"rambo","fatness",11,"tar1",3.407,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd01","#7de717","#e8d72c","No","label_book","learning_trial",0.992967010345,0.887992122365,-99,0,0
10,-99,"rambo","fatness",12,"tar2",3.343,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fefe01","#f4f91b","#e6d721","No","label_book","learning_trial",0.0641755124558,0.426400530358,-99,0,0
11,-99,"rambo","fatness",1,"tar1",4.233,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fefe02","#ebd114","#dfed0a","No","pepsin_detector","learning_trial",0.571334279528,0.422005147416,-99,0,0
11,-99,"wug","fatness",2,"tar2",2.723,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fc1a","#1a7f21","#4da944","No","pepsin_detector","learning_trial",0.4948473713,0.115306457974,-99,0,1
11,-99,"wug","fatness",3,"tar1",3.007,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fe1b","#21841b","#4fc153","No","pepsin_detector","learning_trial",0.954924024714,0.313509321852,-99,0,0
11,-99,"rambo","fatness",4,"tar1",1.979,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd00","#f1ad19","#cbe025","Yes","pepsin_detector","learning_trial",0.313668738249,0.154998799591,-99,0,1
11,-99,"blicket","fatness",5,"tar2",2.818,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4602","#ef9a04","#d84405","No","pepsin_detector","learning_trial",0.763058082647,0.0398087272966,-99,0,1
11,-99,"wug","fatness",6,"tar1",2.148,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fc1b","#1f7419","#45e068","No","pepsin_detector","learning_trial",0.67329437554,0.632937722106,-99,1,0
11,-99,"blicket","fatness",7,"tar1",1.859,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fe4501","#e7de0c","#ec490f","Yes","pepsin_detector","learning_trial",0.668635243332,0.168454138601,-99,0,1
11,-99,"blicket","fatness",8,"tar1",3.15,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fc4501","#e1cf18","#dd3d0e","Yes","pepsin_detector","learning_trial",0.428815635425,0.176677917141,-99,0,1
11,-99,"wug","fatness",9,"tar1",3.217,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fc1b","#225618","#84f957","No","pepsin_detector","learning_trial",0.818896230312,0.15929874905,-99,1,0
11,-99,"blicket","fatness",10,"tar2",3.401,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fc4500","#fb3807","#dc470f","No","pepsin_detector","learning_trial",0.531168059782,0.805731623572,-99,0,1
11,-99,"rambo","fatness",11,"tar2",2.091,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fcfc01","#60e118","#e9e60a","No","pepsin_detector","learning_trial",0.954152464457,0.076977066051,-99,0,1
11,-99,"rambo","fatness",12,"tar2",3.456,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd01","#f5d404","#d5d81b","No","pepsin_detector","learning_trial",0.232026648057,0.530181101196,-99,0,0
12,-99,"blicket","fatness",1,"tar1",7.821,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4501","#f94811","#f75722","Yes","label_book","learning_trial",0.690774168746,0.253521745494,-99,0,1
12,-99,"rambo","fatness",2,"tar1",6.631,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd00","#f0d915","#e4d916","No","label_book","learning_trial",0.83335788035,0.155926122787,-99,0,0
12,-99,"rambo","fatness",3,"tar1",3.198,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd01","#cce305","#dbd80a","No","label_book","learning_trial",0.353010668516,0.137967688428,-99,0,0
12,-99,"wug","fatness",4,"tar2",7.695,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fd1a","#036408","#46b43a","No","label_book","learning_trial",0.688468201322,0.197630523775,-99,0,0
12,-99,"rambo","fatness",5,"tar1",4.007,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfc00","#f6a40b","#d6f10e","No","label_book","learning_trial",0.62456004617,0.364871718909,-99,0,0
12,-99,"rambo","fatness",6,"tar1",4.88,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd02","#82f707","#fadd06","No","label_book","learning_trial",0.127177552274,0.128813140052,-99,0,0
12,-99,"blicket","fatness",7,"tar1",13.591,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4602","#eedc0b","#da581c","Yes","label_book","learning_trial",0.852907547102,0.670088032295,-99,0,1
12,-99,"wug","fatness",8,"tar1",4.318,"height","bird","crest","tail","crest","wing","body",-99,-99,"#02fd1b","#23af22","#28f041","Yes","label_book","learning_trial",0.242201495748,0.319134823894,-99,1,1
12,-99,"wug","fatness",9,"tar2",4.039,"height","bird","crest","tail","crest","wing","body",-99,-99,"#00fd1a","#24aa0f","#08a71a","No","label_book","learning_trial",0.964870833117,0.18924411362,-99,0,1
12,-99,"wug","fatness",10,"tar1",3.19,"height","bird","crest","tail","crest","wing","body",-99,-99,"#02fd1b","#299835","#44dc2c","No","label_book","learning_trial",0.0821326184958,0.436827040982,-99,1,0
12,-99,"blicket","fatness",11,"tar1",4.975,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fe4500","#f1cf17","#e74722","Yes","label_book","learning_trial",0.427622792123,0.517118357178,-99,0,1
12,-99,"blicket","fatness",12,"tar1",6.344,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fe4500","#eb630c","#d23f0e","Yes","label_book","learning_trial",0.398596364993,0.763004688674,-99,0,1
13,-99,"blicket","fatness",1,"tar2",4.791,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4602","#e08a0e","#f36512","No","label_book","learning_trial",0.264913470191,0.160194765959,-99,0,1
13,-99,"blicket","fatness",2,"tar1",3.102,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fe4501","#f59a14","#eb6b1e","Yes","label_book","learning_trial",0.799508946272,0.674694226624,-99,0,1
13,-99,"wug","fatness",3,"tar2",3.015,"height","bird","crest","tail","crest","wing","body",-99,-99,"#00fd1a","#289336","#6de55c","Yes","label_book","learning_trial",0.133748825463,0.126393729941,-99,0,0
13,-99,"rambo","fatness",4,"tar1",2.72,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fefe00","#eb580d","#cddc2b","No","label_book","learning_trial",0.21397991071,0.716963304713,-99,0,0
13,-99,"wug","fatness",5,"tar2",3.136,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fd1b","#1d7e1d","#43d842","No","label_book","learning_trial",0.885329775065,0.164453269283,-99,0,1
13,-99,"wug","fatness",6,"tar2",3.175,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fe1b","#0a3e11","#56c82c","No","label_book","learning_trial",0.395094321352,0.758731202574,-99,0,0
13,-99,"wug","fatness",7,"tar1",2.631,"height","bird","crest","tail","crest","wing","body",-99,-99,"#00fe1a","#093c05","#39c939","Yes","label_book","learning_trial",0.00137514009588,0.358942318742,-99,0,0
13,-99,"rambo","fatness",8,"tar1",3.575,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd00","#4fee09","#cfd226","Yes","label_book","learning_trial",0.585733210829,0.97206666136,-99,0,0
13,-99,"rambo","fatness",9,"tar1",3.119,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fcfc02","#e3901a","#e9ed15","Yes","label_book","learning_trial",0.169999354487,0.352457066481,-99,0,0
13,-99,"rambo","fatness",10,"tar1",1.911,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fefe00","#57e205","#efda28","No","label_book","learning_trial",0.97667387045,0.226494889918,-99,0,0
13,-99,"blicket","fatness",11,"tar2",2.487,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fe4500","#f33806","#e83f0e","Yes","label_book","learning_trial",0.781873336795,0.999520049456,-99,0,1
13,-99,"blicket","fatness",12,"tar2",2.177,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4501","#e19c03","#d9490d","No","label_book","learning_trial",0.596009671386,0.436507808199,-99,0,1
14,-99,"rambo","fatness",1,"tar2",9.035,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd02","#59fa13","#d3ea1d","No","pepsin_detector","learning_trial",0.831226415069,0.401757181823,-99,0,0
14,-99,"blicket","fatness",2,"tar1",3.476,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4501","#f08b0a","#e26523","Yes","pepsin_detector","learning_trial",0.498563836858,0.182896108375,-99,0,1
14,-99,"blicket","fatness",3,"tar1",4.402,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4602","#f4a00a","#e76516","Yes","pepsin_detector","learning_trial",0.795172061742,0.296259195661,-99,0,1
14,-99,"blicket","fatness",4,"tar2",6.557,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4501","#f16b18","#d65716","No","pepsin_detector","learning_trial",0.21962105856,0.20641444219,-99,0,1
14,-99,"wug","fatness",5,"tar1",4.76,"height","bird","crest","tail","crest","wing","body",-99,-99,"#02fe1c","#0d3f16","#4a972d","No","pepsin_detector","learning_trial",0.127076490631,0.989687874127,-99,0,0
14,-99,"wug","fatness",6,"tar2",4.789,"height","bird","crest","tail","crest","wing","body",-99,-99,"#00fd1a","#0e5519","#0d901a","Yes","pepsin_detector","learning_trial",0.210433099689,0.445091592907,-99,0,1
14,-99,"rambo","fatness",7,"tar2",6.285,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd01","#8de40b","#d9ea11","No","pepsin_detector","learning_trial",0.43055766096,0.541657102028,-99,0,1
14,-99,"wug","fatness",8,"tar2",5.527,"height","bird","crest","tail","crest","wing","body",-99,-99,"#00fe1a","#0b6102","#32894c","No","pepsin_detector","learning_trial",0.629063238352,0.0302157207595,-99,0,0
14,-99,"rambo","fatness",9,"tar1",3.893,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fcfc00","#b8ec17","#ddcb06","No","pepsin_detector","learning_trial",0.623228625811,0.430237147423,-99,0,0
14,-99,"rambo","fatness",10,"tar2",4.643,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd00","#54e319","#c2cd1d","No","pepsin_detector","learning_trial",0.739508968693,0.757359310952,-99,0,1
14,-99,"wug","fatness",11,"tar2",5.744,"height","bird","crest","tail","crest","wing","body",-99,-99,"#00fd1a","#07260a","#70be55","No","pepsin_detector","learning_trial",0.335510919041,0.24652182917,-99,0,1
14,-99,"blicket","fatness",12,"tar1",3.938,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fc4400","#ec200d","#e15d28","Yes","pepsin_detector","learning_trial",0.336274445756,0.421782076369,-99,0,1
15,-99,"wug","fatness",1,"tar1",57.791,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fd1b","#239919","#46ed69","Yes","pepsin_detector","learning_trial",0.835192736765,0.131153897318,-99,0,1
15,-99,"rambo","fatness",2,"tar1",4.546,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfc02","#e19c0f","#e8eb18","No","pepsin_detector","learning_trial",0.878187391811,0.631447937669,-99,0,0
15,-99,"wug","fatness",3,"tar2",4.078,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fe1b","#0aa225","#3aa538","Yes","pepsin_detector","learning_trial",0.705057667251,0.479033685952,-99,1,0
15,-99,"blicket","fatness",4,"tar2",5.223,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4501","#ef370c","#f9571f","No","pepsin_detector","learning_trial",0.236265636508,0.952530531599,-99,0,1
15,-99,"rambo","fatness",5,"tar1",31.536,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd00","#eb750a","#e8f219","No","pepsin_detector","learning_trial",0.589188953711,0.607380697462,-99,0,0
15,-99,"wug","fatness",6,"tar1",6.027,"height","bird","crest","tail","crest","wing","body",-99,-99,"#00fd1a","#0e430a","#33f24a","No","pepsin_detector","learning_trial",0.343628519277,0.468292223114,-99,0,0
15,-99,"blicket","fatness",7,"tar1",5.161,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fe4601","#f6d113","#d65508","Yes","pepsin_detector","learning_trial",0.710168812591,0.0435691298353,-99,0,1
15,-99,"blicket","fatness",8,"tar2",8.699,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4501","#fc8c18","#eb6f29","No","pepsin_detector","learning_trial",0.829043784964,0.588557809174,-99,0,1
15,-99,"blicket","fatness",9,"tar1",4.23,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4500","#e68c0a","#fc7030","Yes","pepsin_detector","learning_trial",0.129871660485,0.884620190684,-99,0,1
15,-99,"wug","fatness",10,"tar2",6.134,"height","bird","crest","tail","crest","wing","body",-99,-99,"#02fe1c","#0f540d","#368021","Yes","pepsin_detector","learning_trial",0.41521627465,0.355264121894,-99,1,0
15,-99,"rambo","fatness",11,"tar1",3.629,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd02","#e0570e","#c6d224","No","pepsin_detector","learning_trial",0.280952725465,0.392888188084,-99,0,0
15,-99,"rambo","fatness",12,"tar2",5.566,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fcfc02","#f9da0f","#dedd11","No","pepsin_detector","learning_trial",0.707768368273,0.591055844609,-99,0,0
16,-99,"rambo","fatness",1,"tar1",13.117,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd00","#5eef09","#d6e113","No","label_book","learning_trial",0.263564643324,0.602451035369,-99,0,0
16,-99,"wug","fatness",2,"tar2",8.768,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fe1b","#082007","#68f133","No","label_book","learning_trial",0.114615393365,0.294117362161,-99,0,1
16,-99,"rambo","fatness",3,"tar2",6.008,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd02","#89f505","#ddcd05","No","label_book","learning_trial",0.646117053093,0.38835352323,-99,0,0
16,-99,"blicket","fatness",4,"tar1",13.002,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fe4400","#f02907","#f6591a","Yes","label_book","learning_trial",0.53112837719,0.936785101223,-99,0,1
16,-99,"blicket","fatness",5,"tar2",4.537,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fc4501","#e7561a","#df3616","No","label_book","learning_trial",0.463798015066,0.868997745153,-99,0,1
16,-99,"blicket","fatness",6,"tar1",6.807,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fe4501","#f6c510","#cc4221","Yes","label_book","learning_trial",0.588194949907,0.75774011822,-99,0,1
16,-99,"wug","fatness",7,"tar2",5.08,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fe1b","#025b0e","#1e861d","Yes","label_book","learning_trial",0.914729644798,0.789601833877,-99,1,1
16,-99,"blicket","fatness",8,"tar2",3.984,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fc4602","#e61d0b","#ce561d","No","label_book","learning_trial",0.375698898784,0.518344154229,-99,0,1
16,-99,"rambo","fatness",9,"tar1",6.932,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd00","#eef203","#e3e529","No","label_book","learning_trial",0.534499753967,0.682128881122,-99,0,0
16,-99,"wug","fatness",10,"tar2",5.835,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fd1b","#062f02","#4fe54c","No","label_book","learning_trial",0.383173355975,0.263362522662,-99,0,0
16,-99,"rambo","fatness",11,"tar1",6.993,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd02","#f8aa0f","#e8eb2e","No","label_book","learning_trial",0.0876710115861,0.839796167435,-99,0,0
16,-99,"wug","fatness",12,"tar1",4.427,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fd1b","#0e4f18","#3ecd54","No","label_book","learning_trial",0.227068155584,0.647912598431,-99,1,0
17,-99,"wug","fatness",1,"tar1",5.097,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fc1b","#24aa37","#34c51f","Yes","pepsin_detector","learning_trial",0.728769786172,0.976329663275,-99,0,1
17,-99,"rambo","fatness",2,"tar1",4.038,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fefe01","#f0e704","#d1e02c","No","pepsin_detector","learning_trial",0.692324650881,0.0667025961854,-99,0,0
17,-99,"wug","fatness",3,"tar1",6.31,"height","bird","crest","tail","crest","wing","body",-99,-99,"#02fe1b","#0c6b18","#58f953","No","pepsin_detector","learning_trial",0.739000233554,0.225177641137,-99,0,0
17,-99,"blicket","fatness",4,"tar1",3.344,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fc4602","#fa7d0d","#fb3e04","Yes","pepsin_detector","learning_trial",0.0144713753828,0.627838066326,-99,0,1
17,-99,"blicket","fatness",5,"tar1",5.798,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fe4500","#e17c13","#f6642a","Yes","pepsin_detector","learning_trial",0.429436417738,0.63536378384,-99,0,1
17,-99,"blicket","fatness",6,"tar1",2.776,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fc4502","#ef580b","#f44308","Yes","pepsin_detector","learning_trial",0.919973914706,0.128155260032,-99,0,1
17,-99,"wug","fatness",7,"tar2",7.851,"height","bird","crest","tail","crest","wing","body",-99,-99,"#01fc1a","#08a81f","#37fc6e","No","pepsin_detector","learning_trial",0.332699507733,0.688654535508,-99,0,1
17,-99,"rambo","fatness",8,"tar2",4.278,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fefe01","#f3a018","#dace14","No","pepsin_detector","learning_trial",0.779565536583,0.840206596951,-99,0,0
17,-99,"wug","fatness",9,"tar2",5.921,"height","bird","crest","tail","crest","wing","body",-99,-99,"#00fd1a","#03aa1b","#0dcf2f","No","pepsin_detector","learning_trial",0.803964163253,0.934725303255,-99,0,0
17,-99,"rambo","fatness",10,"tar2",3.453,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fdfd00","#f68818","#e8de0c","No","pepsin_detector","learning_trial",0.452296689522,0.076487586896,-99,0,1
17,-99,"rambo","fatness",11,"tar2",4.527,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fcfc01","#8df70c","#f5fb16","No","pepsin_detector","learning_trial",0.797251408582,0.974708438027,-99,0,1
17,-99,"blicket","fatness",12,"tar1",7.063,"height","bird","crest","tail","crest","wing","body",-99,-99,"#fd4501","#e1651a","#e46525","Yes","pepsin_detector","learning_trial",0.253020256397,0.64099521284,-99,0,1
