iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	type	hits	misses	correct_rejections	false_alarms	score	exploration_time	submission_time	total_time	eventType
pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051285	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	testing	22	0	6	0	22	37.65	2.385	40.035	logScores
pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066110361	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	testing	12	10	6	0	12	94.484	0.662	95.146	logScores
