iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	type	hits	misses	correct_rejections	false_alarms	score	exploration_time	submission_time	total_time	eventType
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542042898439	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	testing	9	13	6	0	9	38.048	3.285	41.333	logScores
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542042919063	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	testing	10	12	4	2	8	58.57	3.098	61.668	logScores
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542043254600	explorer	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	testing	5	8	14	4	1	35.729	1.277	37.006	logScores
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542043314845	student	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	testing	2	11	18	0	2	96.814	2.858	99.672	logScores
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542043646045	student	12	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	testing	0	13	18	0	0	40.747	1.77	42.517	logScores
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542043655933	explorer	12	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	testing	6	7	13	5	1	50.384	1.181	51.565	logScores
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542043973043	student	13	DISJUNCTION,CONJUNCTION	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	testing	2	4	21	1	1	25.125	1.595	26.72	logScores
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542043975647	explorer	13	DISJUNCTION,CONJUNCTION	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	testing	3	3	21	1	2	26.936	1.393	28.329	logScores
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542044136919	student	14	DISJUNCTION,CONJUNCTION	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	testing	2	4	24	0	2	24.413	1.673	26.086	logScores
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542044139156	explorer	14	DISJUNCTION,CONJUNCTION	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	testing	2	4	22	2	0	26.931	1.615	28.546	logScores
