iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	type	hits	misses	correct_rejections	false_alarms	score	exploration_time	submission_time	total_time	eventType
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428532400	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	testing	11	0	19	0	11	30.693	2.149	32.842	logScores
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428587187	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	testing	11	0	19	0	11	76.659	1.026	77.685	logScores
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428738668	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	testing	4	0	24	0	4	17.204	1.159	18.363	logScores
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428747409	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	testing	4	0	24	0	4	24.968	2.899	27.867	logScores
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429082789	student	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	testing	4	0	27	0	4	31.205	1.163	32.368	logScores
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429094509	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	testing	4	0	27	0	4	41.957	1.434	43.391	logScores
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429461641	student	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	testing	4	14	12	0	4	27.934	1.069	29.003	logScores
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429480223	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	testing	2	16	12	0	2	46.158	1.442	47.6	logScores
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429692350	student	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	testing	5	13	13	0	5	18.579	1.012	19.591	logScores
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429708825	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	testing	18	0	13	0	18	33.89	1.01	34.9	logScores
