iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	type	hits	misses	correct_rejections	false_alarms	score	exploration_time	submission_time	total_time	eventType
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1542058694397	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	testing	16	6	6	0	16	44.198	2.423	46.621	logScores
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1542058814658	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	testing	0	22	6	0	0	158.049	2.49	160.539	logScores
