iterationName	gameid	time	trialNum	role	trial_num	time_in_seconds	turker_label	true_label	is_correct	eventType
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655460677		explorer	0	5.154	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655467042		explorer	1	6.283	false	false	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655470431		explorer	2	3.316	false	false	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655473487		student	0	3.207	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655475601		student	1	2.045	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655476897		student	2	1.18	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655477118		explorer	3	6.656	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655477921		student	3	0.999	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655479005		student	4	1.01	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655479845		explorer	4	2.677	false	true	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655480023		student	5	0.917	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655481017		student	6	0.953	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655482087		student	7	1.05	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655483641		student	8	1.479	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655484549		explorer	5	4.621	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655487700		explorer	6	3.118	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655489235		student	9	5.545	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655490243		student	10	0.981	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655490823		explorer	7	3.096	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655491401		student	11	1.115	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655492393		student	12	0.895	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655493276		student	13	0.851	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655493523		explorer	8	2.652	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655494241		student	14	0.927	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655495083		student	15	0.807	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655495907		explorer	9	2.326	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655495995		student	16	0.838	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655496843		student	17	0.815	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655497861		student	18	0.98	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655498331		explorer	10	2.416	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655500579		student	19	2.641	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655501131		explorer	11	2.766	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655501456		student	20	0.845	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655502681		student	21	1.153	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655503234		explorer	12	2.032	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655503761		student	22	1.018	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655504730		student	23	0.902	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655505425		explorer	13	2.156	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655505672		student	24	0.903	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655507466		student	25	1.754	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655508626		student	26	1.114	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655509207		explorer	14	3.738	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655509730		student	27	1.08	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655510785		student	28	0.953	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655511342		explorer	15	2.097	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655511812		student	29	1.052	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655512845		student	30	1.03	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655513820		explorer	16	2.438	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655516016		explorer	17	2.139	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655518475		explorer	18	2.443	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655521801		explorer	19	3.251	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655523774		explorer	20	1.935	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655525911		explorer	21	2.085	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655527758		explorer	22	1.762	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655529644		explorer	23	1.824	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655531764		explorer	24	2.077	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655533591		explorer	25	1.794	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655537473		explorer	26	3.845	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655539148		explorer	27	1.645	true	false	false	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655542289		explorer	28	3.079	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655544526		explorer	29	2.206	true	true	true	logTest
pilot1	2313-bca6bc94-07ff-4ac1-8f0d-e23105fed53c	1523655548320		explorer	30	3.766	true	false	false	logTest
