iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520978105261		explorer	yes	2	yes	34	Female	3		No	2.50	Tried to find a pattern	yes	liked	logSubjInfo
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520978186068		student	yes	1	yes	32	Male	3	make it easier to identify as my partner did not give me enough information clearly 	no	2.00	i did what my partner told me to do	yes	okay	logSubjInfo
