iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	0716-1f4b4518-1c40-4729-82cf-b7d3b7f1565a	1520979012262		explorer	yes	2	yes	30	Female	2		No	1.00	Tried to notice any patterns in what colors the creatures were	no	okay	logSubjInfo
