iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	6750-f70238eb-cff0-4907-8097-19d9a142164d	1520976284040		explorer	yes	1	yes	52	Female	3		no	1.50	I picked randomly mostly	yes	not much	logSubjInfo
pilot1	6750-f70238eb-cff0-4907-8097-19d9a142164d	1520976325605		student	yes	2	yes	33	Male	2		no	sure	partner only told me that the fish were wubsys	yes	not much	logSubjInfo
