iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	7831-30e2a73b-f572-4012-ad12-243041d0513f	1523650214083		explorer		-1				-1							logSubjInfo
pilot1	7831-30e2a73b-f572-4012-ad12-243041d0513f	1523650218436		student		-1				-1							logSubjInfo
