experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	5625-2b81a024-0bf8-4431-ac52-de407fc7972d	1548453183128	explorer	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	5	1	43	1	4	logScores
mp-game-6	pilot	5625-2b81a024-0bf8-4431-ac52-de407fc7972d	1548453226553	student	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	5	1	44	0	5	logScores
mp-game-6	pilot	5625-2b81a024-0bf8-4431-ac52-de407fc7972d	1548453556757	explorer	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	1	46	1	3	0	46	logScores
mp-game-6	pilot	5625-2b81a024-0bf8-4431-ac52-de407fc7972d	1548453562867	student	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	1	46	1	3	0	46	logScores
mp-game-6	pilot	5625-2b81a024-0bf8-4431-ac52-de407fc7972d	1548453714466	explorer	10	"fish with orange bodies and purple stripes"	fish_orange_bodies_purple_stripes	2	6	0	44	0	6	logScores
mp-game-6	pilot	5625-2b81a024-0bf8-4431-ac52-de407fc7972d	1548453741315	student	10	"fish with orange bodies and purple stripes"	fish_orange_bodies_purple_stripes	2	6	0	44	0	6	logScores
mp-game-6	pilot	5625-2b81a024-0bf8-4431-ac52-de407fc7972d	1548453895452	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	3	8	2	40	0	8	logScores
mp-game-6	pilot	5625-2b81a024-0bf8-4431-ac52-de407fc7972d	1548453896232	student	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	3	8	2	40	0	8	logScores
mp-game-6	pilot	5625-2b81a024-0bf8-4431-ac52-de407fc7972d	1548454018904	explorer	0	"flowers with orange stems"	flowers_orange_stems	4	22	0	28	0	22	logScores
mp-game-6	pilot	5625-2b81a024-0bf8-4431-ac52-de407fc7972d	1548454033376	student	0	"flowers with orange stems"	flowers_orange_stems	4	22	0	28	0	22	logScores
