experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	1548093762503	explorer	46	"bugs with (antennae or wings) and purple bodies"	bugs_antennae_or_wings_purple_bodies	0	5	19	19	7	0	logScores
mp-game-6	pilot	9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	1548093835611	student	46	"bugs with (antennae or wings) and purple bodies"	bugs_antennae_or_wings_purple_bodies	0	6	18	21	5	1	logScores
mp-game-6	pilot	9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	1548094150808	student	26	"flowers with purple petals or thorns"	flowers_purple_petals_or_thorns	1	29	9	12	0	29	logScores
mp-game-6	pilot	9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	1548094158018	explorer	26	"flowers with purple petals or thorns"	flowers_purple_petals_or_thorns	1	17	21	12	0	17	logScores
mp-game-6	pilot	9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	1548094371153	explorer	6	"birds with tails"	birds_tails	2	21	6	23	0	21	logScores
mp-game-6	pilot	9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	1548094433670	student	6	"birds with tails"	birds_tails	2	22	5	23	0	22	logScores
mp-game-6	pilot	9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	1548094570546	explorer	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	3	26	3	21	0	26	logScores
mp-game-6	pilot	9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	1548094573935	student	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	3	26	3	21	0	26	logScores
mp-game-6	pilot	9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	1548094729813	explorer	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	4	8	0	40	2	6	logScores
mp-game-6	pilot	9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	1548094732427	student	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	4	8	0	40	2	6	logScores
