experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	1547932747084	student	5	"bugs without wings"	bugs_without_wings	0	15	1	34	0	15	logScores
mp-game-6	pilot	9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	1547932756038	explorer	5	"bugs without wings"	bugs_without_wings	0	15	1	34	0	15	logScores
mp-game-6	pilot	9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	1547933060060	student	25	"trees with white leaves or orange berries"	trees_white_leaves_or_orange_berries	1	9	7	31	3	6	logScores
mp-game-6	pilot	9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	1547933067125	explorer	25	"trees with white leaves or orange berries"	trees_white_leaves_or_orange_berries	1	10	6	29	5	5	logScores
mp-game-6	pilot	9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	1547933513164	explorer	45	"fish with (white stripes or purple bodies) and whiskers"	fish_white_stripes_or_purple_bodies_whiskers	2	11	2	30	7	4	logScores
mp-game-6	pilot	9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	1547933538524	student	45	"fish with (white stripes or purple bodies) and whiskers"	fish_white_stripes_or_purple_bodies_whiskers	2	13	0	28	9	4	logScores
mp-game-6	pilot	9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	1547933762571	explorer	15	"birds with orange wings and tails"	birds_orange_wings_tails	3	3	4	43	0	3	logScores
mp-game-6	pilot	9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	1547933842320	student	15	"birds with orange wings and tails"	birds_orange_wings_tails	3	4	3	42	1	3	logScores
mp-game-6	pilot	9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	1547934062645	explorer	35	"flowers with (thorns and purple petals) or orange stems"	flowers_thorns_purple_petals_or_orange_stems	4	5	18	20	7	0	logScores
mp-game-6	pilot	9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	1547934083303	student	35	"flowers with (thorns and purple petals) or orange stems"	flowers_thorns_purple_petals_or_orange_stems	4	14	9	14	13	1	logScores
