experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	5282-1d9ae0ed-9606-4151-845c-96897fd4d6fc	1547846902521	explorer	7	"birds with purple tails"	birds_purple_tails	0	9	0	41	0	9	logScores
mp-game-6	pilot	5282-1d9ae0ed-9606-4151-845c-96897fd4d6fc	1547846919544	student	7	"birds with purple tails"	birds_purple_tails	0	9	0	41	0	9	logScores
mp-game-6	pilot	5282-1d9ae0ed-9606-4151-845c-96897fd4d6fc	1547847351426	explorer	27	"flowers with orange stems or thorns"	flowers_orange_stems_or_thorns	1	7	28	13	2	5	logScores
mp-game-6	pilot	5282-1d9ae0ed-9606-4151-845c-96897fd4d6fc	1547847374990	student	27	"flowers with orange stems or thorns"	flowers_orange_stems_or_thorns	1	10	25	11	4	6	logScores
mp-game-6	pilot	5282-1d9ae0ed-9606-4151-845c-96897fd4d6fc	1547847515011	explorer	17	"trees with purple leaves and berries"	trees_purple_leaves_berries	2	9	0	41	0	9	logScores
mp-game-6	pilot	5282-1d9ae0ed-9606-4151-845c-96897fd4d6fc	1547847549194	student	17	"trees with purple leaves and berries"	trees_purple_leaves_berries	2	9	0	41	0	9	logScores
mp-game-6	pilot	5282-1d9ae0ed-9606-4151-845c-96897fd4d6fc	1547847706187	explorer	37	"fish with (white bodies and orange stripes) or fangs"	fish_white_bodies_orange_stripes_or_fangs	3	23	2	25	0	23	logScores
mp-game-6	pilot	5282-1d9ae0ed-9606-4151-845c-96897fd4d6fc	1547847716580	student	37	"fish with (white bodies and orange stripes) or fangs"	fish_white_bodies_orange_stripes_or_fangs	3	21	4	25	0	21	logScores
mp-game-6	pilot	5282-1d9ae0ed-9606-4151-845c-96897fd4d6fc	1547848172440	explorer	47	"bugs with (white heads or orange antennae) and purple legs"	bugs_white_heads_or_orange_antennae_purple_legs	4	3	5	38	4	0	logScores
mp-game-6	pilot	5282-1d9ae0ed-9606-4151-845c-96897fd4d6fc	1547848280974	student	47	"bugs with (white heads or orange antennae) and purple legs"	bugs_white_heads_or_orange_antennae_purple_legs	4	4	4	36	6	0	logScores
