experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	8949-6541ef36-0310-4bdd-9d56-569a41c41496	1548097786976	explorer	42	"flowers with (purple centers or orange stems) and thorns"	flowers_purple_centers_or_orange_stems_with_thorns	0	0	23	27	0	0	logScores
mp-game-6	pilot	8949-6541ef36-0310-4bdd-9d56-569a41c41496	1548097806397	student	42	"flowers with (purple centers or orange stems) and thorns"	flowers_purple_centers_or_orange_stems_with_thorns	0	5	18	26	1	4	logScores
mp-game-6	pilot	8949-6541ef36-0310-4bdd-9d56-569a41c41496	1548097962472	explorer	2	"fish with white fangs"	fish_fangs	1	24	0	26	0	24	logScores
mp-game-6	pilot	8949-6541ef36-0310-4bdd-9d56-569a41c41496	1548097965714	student	2	"fish with white fangs"	fish_fangs	1	24	0	26	0	24	logScores
mp-game-6	pilot	8949-6541ef36-0310-4bdd-9d56-569a41c41496	1548098269982	student	32	"Tree with (orange berries and purple trunks) or white leaves"	trees_orange_berries_purple_trunks_or_white_leaves	2	10	1	39	0	10	logScores
mp-game-6	pilot	8949-6541ef36-0310-4bdd-9d56-569a41c41496	1548098282299	explorer	32	"Tree with (orange berries and purple trunks) or white leaves"	trees_orange_berries_purple_trunks_or_white_leaves	2	2	9	39	0	2	logScores
mp-game-6	pilot	8949-6541ef36-0310-4bdd-9d56-569a41c41496	1548098451936	explorer	22	"birds with orange tails or white wings"	birds_orange_tails_or_white_wings	3	1	20	26	3	0	logScores
mp-game-6	pilot	8949-6541ef36-0310-4bdd-9d56-569a41c41496	1548098470485	student	22	"birds with orange tails or white wings"	birds_orange_tails_or_white_wings	3	7	14	18	11	0	logScores
mp-game-6	pilot	8949-6541ef36-0310-4bdd-9d56-569a41c41496	1548098634711	student	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	4	6	4	37	3	3	logScores
mp-game-6	pilot	8949-6541ef36-0310-4bdd-9d56-569a41c41496	1548098635054	explorer	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	4	2	8	38	2	0	logScores
