experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	1547843752506	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	8	2	40	0	8	logScores
mp-game-6	pilot	9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	1547843789533	student	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	8	2	40	0	8	logScores
mp-game-6	pilot	9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	1547844151649	explorer	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	1	47	0	3	0	47	logScores
mp-game-6	pilot	9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	1547844222856	student	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	1	47	0	3	0	47	logScores
mp-game-6	pilot	9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	1547844348196	explorer	0	"flowers with orange stems"	flowers_orange_stems	2	22	0	28	0	22	logScores
mp-game-6	pilot	9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	1547844370117	student	0	"flowers with orange stems"	flowers_orange_stems	2	22	0	28	0	22	logScores
mp-game-6	pilot	9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	1547844570907	explorer	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	3	5	1	43	1	4	logScores
mp-game-6	pilot	9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	1547844612414	student	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	3	5	1	43	1	4	logScores
mp-game-6	pilot	9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	1547844745272	explorer	10	"fish with orange bodies and purple stripes"	fish_orange_bodies_purple_stripes	4	6	0	44	0	6	logScores
mp-game-6	pilot	9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	1547844806812	student	10	"fish with orange bodies and purple stripes"	fish_orange_bodies_purple_stripes	4	6	0	44	0	6	logScores
