iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	2807-7f8322f8-93e1-4012-9db3-8fd50db5fc65	1522697843988		explorer	yes	1	yes	28	Male	-1		took a long time to match	5.00	just remembered the patterns	yes	okay	logSubjInfo
