iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	4683-02c78d9d-0413-497f-ac96-f34ce5d17f86	1522709251076		student	yes	1	yes	26	Male	3	nice 	No partner was arrived	2	Based on Instruction	yes	not much	logSubjInfo
