iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	1120-4044dc11-06ea-40b6-a6a0-99ed1f191e84	1522701352318		student	yes	1	no	29	Male	4			good		yes	not much	logSubjInfo
