iterationName	gameid	time	trialNum	role	text	reactionTime	eventType
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977819669		student	hi	301	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977823240		explorer	Hi	1272	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977829172		explorer	Anything red and blue is one	4527	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977833802		student	ok	267	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977839417		student	anything else?	2514	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977844121		explorer	Other than that I really didnt see a pattern	7487	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977862145		student	so red and blue together not red on its own or blue on its own	14087	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977873773		explorer	They are all multi colored	4112	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977896940		student	so it can have other colors too or only those 2 	10959	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977907666		student	like is there tri colored 	5351	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977918217		explorer	Everything is 2 colors	6927	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977924789		explorer	red blue purple orange green	5407	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977928062		student	ok 	662	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977934419		student	got it good luck 	3219	chatMessage
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977935563		explorer	Fish birds	2039	chatMessage
