iterationName	gameid	time	trialNum	role	text	reactionTime	eventType
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976364875		student	Hello.	2299	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976378308		explorer	hey	3881	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976380026		student	What have you learned?	13401	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976408318		explorer	lots of green fish are wudsy	6586	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976428924		explorer	also orange ones	6562	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976447535		student	Green fish. Orange ones.	18233	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976451167		student	Got it	1682	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976461582		explorer	the bristly red headed thing is but not when it has pinkish purple bristles	22512	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976470180		student	Most of the orange, or about half?	11828	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976489292		explorer	oops sorry blue body, red bristles yes, green body red bristles no	22468	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976513315		explorer	blue body, yellow bristles yes	8029	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976536228		explorer	all of the green body fish i saw were wudsy	10498	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976588405		explorer	little orange elongated fish also yes, sorry this is harder than i expected	40916	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976589686		student	I got it so far	37578	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976612479		student	That's okay. Anything else?	13837	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976613830		explorer	the bee like thing is not wudsy	25123	chatMessage
pilot1	7602-4574a8e9-5910-47d1-8e7b-f33abb092c14	1520976624505		student	No bees. k	5852	chatMessage
