iterationName	gameid	time	trialNum	role	text	reactionTime	eventType
pilot1	7831-30e2a73b-f572-4012-ad12-243041d0513f	1523649441902		student	hey there	1016	chatMessage
pilot1	7831-30e2a73b-f572-4012-ad12-243041d0513f	1523649444709		explorer	concept	686	chatMessage
pilot1	7831-30e2a73b-f572-4012-ad12-243041d0513f	1523649447119		explorer	is something	2152	chatMessage
pilot1	7831-30e2a73b-f572-4012-ad12-243041d0513f	1523649451092		explorer	like blue xor fish	3680	chatMessage
