iterationName	gameid	time	trialNum	role	text	reactionTime	eventType
pilot1	0698-f820320c-f577-4488-9848-37b57802ae1b	1520977003260		explorer	cool	2820	chatMessage
pilot1	0698-f820320c-f577-4488-9848-37b57802ae1b	1520977013615		student	What are the wudsy creatures like?	15130	chatMessage
pilot1	0698-f820320c-f577-4488-9848-37b57802ae1b	1520977025440		student	Yeah, very cool :)	6122	chatMessage
