iterationName	gameid	time	trialNum	role	tar1	tar2	tar3	col1	col2	col3	col4	col5	prop1	prop2	categoryLabel	genus	conceptNumber	categoryPluralLabel	labeled	colorName	featureValues	featureOrder	block_num	block_type	tested_on	time_in_ms	critter_num	isLabeled	selected	categorizedResponse	eventType
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181281043	1	a	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	mox	bug	vi	moxes	false	red	1_0_1	colors_size_property	0	testCritters	self	8605	0	0	0	correctRejection	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181281050	1	a	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	mox	bug	vi	moxes	false	orange	0_0_0	colors_size_property	0	testCritters	self	8605	1	0	1	falseAlarm	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181281050	1	a	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	mox	bug	vi	moxes	false	orange	0_1_1	colors_size_property	0	testCritters	self	8605	2	0	1	falseAlarm	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181281051	1	a	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	1	0	mox	bug	vi	moxes	true	red	1_1_1	colors_size_property	0	testCritters	self	8605	3	1	1	hit	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181281051	1	a	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	mox	bug	vi	moxes	true	orange	0_1_0	colors_size_property	0	testCritters	self	8605	4	1	0	miss	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181281052	1	a	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	mox	bug	vi	moxes	true	orange	0_0_1	colors_size_property	0	testCritters	self	8605	5	1	0	miss	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181281052	1	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	1	0	mox	bug	vi	moxes	false	red	1_1_0	colors_size_property	0	testCritters	self	8605	6	0	0	correctRejection	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181281053	1	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	mox	bug	vi	moxes	true	red	1_0_0	colors_size_property	0	testCritters	self	8605	7	1	1	hit	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181311311	1	b	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	mox	bug	vi	moxes	false	red	1_0_1	colors_size_property	0	testCritters	partner	37383	0	0	0	correctRejection	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181311321	1	b	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	mox	bug	vi	moxes	false	orange	0_0_0	colors_size_property	0	testCritters	partner	37383	1	0	1	falseAlarm	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181311321	1	b	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	mox	bug	vi	moxes	true	orange	0_0_1	colors_size_property	0	testCritters	partner	37383	2	1	0	miss	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181311322	1	b	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	1	0	mox	bug	vi	moxes	true	red	1_1_1	colors_size_property	0	testCritters	partner	37383	3	1	1	hit	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181311322	1	b	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	mox	bug	vi	moxes	true	red	1_0_0	colors_size_property	0	testCritters	partner	37383	4	1	1	hit	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181311323	1	b	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	mox	bug	vi	moxes	true	orange	0_1_0	colors_size_property	0	testCritters	partner	37383	5	1	0	miss	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181311323	1	b	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	mox	bug	vi	moxes	false	orange	0_1_1	colors_size_property	0	testCritters	partner	37383	6	0	1	falseAlarm	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181311324	1	b	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	1	0	mox	bug	vi	moxes	false	red	1_1_0	colors_size_property	0	testCritters	partner	37383	7	0	0	correctRejection	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181703810	2	a	1	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	glippet	flower	i	glippets	false	purple	0_0_1	colors_size_property	1	testCritters	partner	4972	0	0	0	correctRejection	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181703817	2	a	1	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	1	0	glippet	flower	i	glippets	true	green	1_1_1	colors_size_property	1	testCritters	partner	4972	1	1	1	hit	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181703817	2	a	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	glippet	flower	i	glippets	true	green	1_0_0	colors_size_property	1	testCritters	partner	4972	2	1	1	hit	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181703818	2	a	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	glippet	flower	i	glippets	false	purple	0_0_0	colors_size_property	1	testCritters	partner	4972	3	0	0	correctRejection	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181703818	2	a	1	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	glippet	flower	i	glippets	true	green	1_0_1	colors_size_property	1	testCritters	partner	4972	4	1	1	hit	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181703818	2	a	1	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	1	0	glippet	flower	i	glippets	false	purple	0_1_1	colors_size_property	1	testCritters	partner	4972	5	0	0	correctRejection	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181703819	2	a	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	1	0	glippet	flower	i	glippets	false	purple	0_1_0	colors_size_property	1	testCritters	partner	4972	6	0	0	correctRejection	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181703823	2	a	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	1	0	glippet	flower	i	glippets	true	green	1_1_0	colors_size_property	1	testCritters	partner	4972	7	1	1	hit	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181722351	2	b	0	1	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0.8	0	oller	fish	iii	ollers	false	blue	1_1_1	size_colors_property	1	testCritters	partner	23097	0	0	0	correctRejection	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181722351	2	b	0	1	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0	0	oller	fish	iii	ollers	false	blue	0_1_1	size_colors_property	1	testCritters	partner	23097	1	0	0	correctRejection	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181722352	2	b	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	oller	fish	iii	ollers	true	red	0_0_1	size_colors_property	1	testCritters	partner	23097	2	1	1	hit	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181722352	2	b	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0.8	0	oller	fish	iii	ollers	true	red	1_0_1	size_colors_property	1	testCritters	partner	23097	3	1	1	hit	logTest
pilot1	2220-b46accfa-5ac2-4a01-ac8b-dd5ba8ced6e4	1508181722353	2	b	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0.8	0	oller	fish	iii	ollers	false	red	1_0_0	size_colors_property	1	testCritters	partner	23097	4	0	0	correctRejection	logTest
