iterationName	gameid	time	trialNum	role	text	reactionTime	eventType
pilot1	5844-eb572578-0bbe-4c56-8fac-b3c005589c6a	1522432208514		student	What did you learn?	3373	chatMessage
pilot1	5844-eb572578-0bbe-4c56-8fac-b3c005589c6a	1522432222617		explorer	It seems like certain body parts determine what's a wudsy.	11231	chatMessage
pilot1	5844-eb572578-0bbe-4c56-8fac-b3c005589c6a	1522432243129		explorer	Color specifically.	4698	chatMessage
pilot1	5844-eb572578-0bbe-4c56-8fac-b3c005589c6a	1522432256447		student	Ok, what color should I be looking for?	7154	chatMessage
pilot1	5844-eb572578-0bbe-4c56-8fac-b3c005589c6a	1522432282822		explorer	Fish without blue bodies, birds with blue bodies, and bugs with blue wings.	19231	chatMessage
pilot1	5844-eb572578-0bbe-4c56-8fac-b3c005589c6a	1522432316491		explorer	Stripes on the fish can be blue, but not the major part of the body.	11591	chatMessage
pilot1	5844-eb572578-0bbe-4c56-8fac-b3c005589c6a	1522432338902		student	Great. Anything else I should know?	8880	chatMessage
pilot1	5844-eb572578-0bbe-4c56-8fac-b3c005589c6a	1522432343993		explorer	Not that I can think of.	2146	chatMessage
pilot1	5844-eb572578-0bbe-4c56-8fac-b3c005589c6a	1522432361237		student	Ok. Thanks for the help Im gunna hit continue now.	14328	chatMessage
pilot1	5844-eb572578-0bbe-4c56-8fac-b3c005589c6a	1522432367220		explorer	Okay.	751	chatMessage
