iterationName	gameid	time	trialNum	role	type	hits	misses	correct_rejections	false_alarms	score	eventType
pilot1	4667-5e5d6809-f560-4e02-87f0-3427a7f957fa	1525126369761	1	explorer	training	1	4	40	5	-4	logScores
pilot1	4667-5e5d6809-f560-4e02-87f0-3427a7f957fa	1525126605296	1	explorer	testing	1	3	27	0	1	logScores
pilot1	4667-5e5d6809-f560-4e02-87f0-3427a7f957fa	1525126674516	1	student	testing	2	2	23	4	-2	logScores
