iterationName	gameid	time	trialNum	role	type	hits	misses	correct_rejections	false_alarms	score	eventType
pilot1	6380-d4f1a51c-6a72-45e6-bd9f-100c16065013	1525131136167	1	explorer	training	17	10	16	8	9	logScores
pilot1	6380-d4f1a51c-6a72-45e6-bd9f-100c16065013	1525131592512	1	explorer	testing	18	0	12	0	18	logScores
pilot1	6380-d4f1a51c-6a72-45e6-bd9f-100c16065013	1525131614278	1	student	testing	18	0	12	0	18	logScores
