iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	text	reactionTime	eventType
pilot	3128-7e5e1c49-2116-4bc0-bd41-14341ba9fdbe	1540399861722	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Hey there!  	5436	chatMessage
pilot	3128-7e5e1c49-2116-4bc0-bd41-14341ba9fdbe	1540399888699	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	So far I have discovered that Wudsies all have orange colors on them despite whatever shape they take.	24159	chatMessage
pilot	3128-7e5e1c49-2116-4bc0-bd41-14341ba9fdbe	1540399906107	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	They also do not come in other colors.	10528	chatMessage
pilot	3128-7e5e1c49-2116-4bc0-bd41-14341ba9fdbe	1540400205817	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	Hey there.  	1974	chatMessage
pilot	3128-7e5e1c49-2116-4bc0-bd41-14341ba9fdbe	1540400226801	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	So far I have discovered that morseths are fish like in appearance and a light blue color with stripes of various colors.	20799	chatMessage
pilot	3128-7e5e1c49-2116-4bc0-bd41-14341ba9fdbe	1540400327017	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	Ok	413388	chatMessage
