iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	reactionTime	eventType	text	messageType	utteranceType	utteranceTypeSignifiers	Properties
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1.54204E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	19685	chatMessage	I wish I could help you.There is no obvious pattern. All of the ones that are purple and green are dorbsy	Informative	Quantifier	All	Color
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1.54204E+12	student	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	1647	chatMessage	Thats it?	Follow-Up	Question	Possibility	None
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1.54204E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	8015	chatMessage	All of the ones that have any purple are dorbsy	Follow-Up	Quantifier	All	Color
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1.54204E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	7039	chatMessage	But there are some that do not	Follow-Up	Generic	Some	Color
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1.54204E+12	student	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	7638	chatMessage	Was there any other colors on them?	Follow-Up	Question	Property	Color
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1.54204E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	16248	chatMessage	I went over them for five minutes and that was all I could get. Sorry	Follow-Up	Knowledge	None	None
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1.54204E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	19119	chatMessage	All kinds of colors but that is not the factor. MOst of what i was shown were dorbsy	Follow-Up	Quantifier	All	Color
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1.54204E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	15144	chatMessage	only about ten out of 60 were not	Follow-Up	Quantifier	Numeric	None
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1.54204E+12	student	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	44077	chatMessage	It's all good. I will try to pick them all then.	Confirmation	None	None	None
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1.54204E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	4070	chatMessage	May as well good luck	Confirmation	None	None	None
