iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	reactionTime	eventType	text	messageType	utteranceType	utteranceTypeSignifiers	Properties
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	student	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	5575	chatMessage	What does a dorbsy look like?	Question	Property	None	None
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	35973	chatMessage	"Well, it's hard to tell for sure from the information provided. The flat insect with wings and ten little legs is almost always a dorbsy, but so are a few other creatures"	Informative	Generic	None	"Shape,Kind,Size"
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	23572	chatMessage	"Sometimes fish are also dorbsy, and sometimes birds with short legs are dorbsy, but not always"	Informative	Generic	None	"Shape,Kind,Size"
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	6163	chatMessage	There is no clear way to differentiate those	Informative	Generic	None	None
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	student	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	6643	chatMessage	"Wow, interesting!  Where they colorful?"	Follow-Up	Question	Property	Color
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	student	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	9827	chatMessage	Any shared characteristics that you could see?	Follow-Up	Question	Property	None
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	45495	chatMessage	"They were, but it did not appear to be based on color reliably. I will say that birds with purple plumage tended to be dorbsy"	Follow-Up	Generic	None	"Kind,Color"
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	4515	chatMessage	Fish were in all colors and fin colors	Follow-Up	Quantifier	All	"Kind,Color"
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	10940	chatMessage	Sometimes birds even with long legs were bordby if they had purple plumage	Follow-Up	Generic	None	"Shape,Kind,Size,Color"
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	1504	chatMessage	*dorbsy	Misc	None	None	None
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	13982	chatMessage	"Birds with short legs tended to be dorbsy, but did not always have purple plumage"	Follow-Up	Generic	None	"Shape,Kind,Size,Color"
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	9549	chatMessage	The flat bugs were dorbsy pretty much no matter what color they were	Follow-Up	Generic	None	"Shape,Kind,Color"
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	student	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	14008	chatMessage	"okay, that's really good to know.  did they always have 10 legs?  the flat bug ones?"	Follow-Up	Question	Property	"Shape,Kind"
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	2580	chatMessage	"Yes, I believe so"	Confirmation	None	None	None
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	student	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	9357	chatMessage	"Alright, I think that's really good information.  Thank you very much."	Confirmation	None	None	None
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	student	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	5777	chatMessage	Anything else you can think of before we start?	Confirmation	None	None	None
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	11889	chatMessage	You're welcome. That's all I can think of. Good luck :)	Confirmation	None	None	None
pilot	5646-19838d28-f084-4249-b921-b6909c7db419	1.54206E+12	student	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	15656	chatMessage	Sounds great!  Thank you!  Best of luck to you as well. =]				
