iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	text	reactionTime	eventType	messageType
pilot	4051-927083a2-d3f7-4785-93b9-50b467a2f396	1540409832024	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Hi there	1376	chatMessage	Social
pilot	4051-927083a2-d3f7-4785-93b9-50b467a2f396	1540409833718	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	so wudsies are	1577	chatMessage	Informative
pilot	4051-927083a2-d3f7-4785-93b9-50b467a2f396	1540409841809	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	anything that has orange coloring	7033	chatMessage	Informative
pilot	4051-927083a2-d3f7-4785-93b9-50b467a2f396	1540409847297	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Orange = Wudsies	3296	chatMessage	Informative
pilot	4051-927083a2-d3f7-4785-93b9-50b467a2f396	1540409880978	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	awesome, anything else about the Wudsies	6350	chatMessage	Follow-Up
pilot	4051-927083a2-d3f7-4785-93b9-50b467a2f396	1540409891526	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	nope just go for the orange	2600	chatMessage	Follow-Up
pilot	4051-927083a2-d3f7-4785-93b9-50b467a2f396	1540409902112	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Okay thanks	2468	chatMessage	Confirmation
pilot	4051-927083a2-d3f7-4785-93b9-50b467a2f396	1540410064316	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	morseths are fish with a blue body	9673	chatMessage	Informative
pilot	4051-927083a2-d3f7-4785-93b9-50b467a2f396	1540410069876	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	only fish and they have to be blue	4984	chatMessage	Informative
pilot	4051-927083a2-d3f7-4785-93b9-50b467a2f396	1540410095434	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	Okay just the body has to be blue? what if other parts are blue but the body is not	18449	chatMessage	Follow-Up
pilot	4051-927083a2-d3f7-4785-93b9-50b467a2f396	1540410108461	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	as long as the body is blue, its fine if other parts are different colors	8362	chatMessage	Follow-Up
pilot	4051-927083a2-d3f7-4785-93b9-50b467a2f396	1540410123025	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	ok thanks	4022	chatMessage	Confirmation
