iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	text	reactionTime	eventType	messageType
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401111324	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	hi	1119	chatMessage	Social
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401121830	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	How many wudsy's did you see	12597	chatMessage	Misc
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401129424	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	I didnt see any	2256	chatMessage	Misc
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401141373	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	There were about 15	6702	chatMessage	Informative
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401152978	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	some were fish	8919	chatMessage	Informative
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401171374	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Some with big heads that were colored	16202	chatMessage	Informative
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401191644	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	2 fish one was small and had yellow body with red stripes	15439	chatMessage	Informative
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401238782	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	The one with a big headdress had glasses and the head was red and yellow body	32689	chatMessage	Informative
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401258460	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	They all were very colorful	8942	chatMessage	Informative
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401267837	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Do you have any questions	5119	chatMessage	Follow-Up
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401283455	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	so only some of them were fish?	5487	chatMessage	Follow-Up
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401313319	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	I believe there were 3-4 fish	10128	chatMessage	Follow-Up
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401325425	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	some skinny and some like puffer fish	10272	chatMessage	Follow-Up
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401350319	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	and the others had various shapes and colors but aren't fish?	15375	chatMessage	Follow-Up
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401379668	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Yes I can not explain very good what they were	18907	chatMessage	Follow-Up
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401417567	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	okay I think I have an idea of what wudsies are 	8815	chatMessage	Confirmation
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401482002	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Great remember there are many of each but they have different colors like the puffer some were solid yell with red stripes while others were Solid Yellow with Yellow stripes	55561	chatMessage	Follow-Up
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401521135	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	okay thanks	2223	chatMessage	Confirmation
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401537682	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Great not sure how to exit the chat	10351	chatMessage	Misc
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401549967	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	I think I will press continue 	4767	chatMessage	Misc
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540402192117	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	Hi there 	4509	chatMessage	Social
