iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	reactionTime	eventType	text	messageType	utteranceType	utteranceTypeSignifiers	Properties
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	1119	chatMessage	hi	Social	None	None	None
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	12597	chatMessage	How many wudsy's did you see	Misc	None	None	None
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	2256	chatMessage	I didnt see any	Misc	None	None	None
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	6702	chatMessage	There were about 15	Informative	Quantifier	None	None
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	8919	chatMessage	some were fish	Informative	Quantifier	Some	Kind
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	16202	chatMessage	Some with big heads that were colored	Informative	Quantifier	Some	"Shape,Size,Color"
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	15439	chatMessage	2 fish one was small and had yellow body with red stripes	Informative	Exemplar	Numeric	"Shape,Size,Color"
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	32689	chatMessage	The one with a big headdress had glasses and the head was red and yellow body	Informative	Exemplar	None	"Shape,Size,Color"
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	8942	chatMessage	They all were very colorful	Informative	None	None	None
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	5119	chatMessage	Do you have any questions	Follow-Up	Question	None	None
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	5487	chatMessage	so only some of them were fish?	Follow-Up	Question	Property	Kind
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	10128	chatMessage	I believe there were 3-4 fish	Follow-Up	Quantifier	Numeric	Kind
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	10272	chatMessage	some skinny and some like puffer fish	Follow-Up	Quantifier	Some	Kind
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	15375	chatMessage	and the others had various shapes and colors but aren't fish?	Follow-Up	Question	Property	"Shape,Kind,Color"
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	18907	chatMessage	Yes I can not explain very good what they were	Follow-Up	None	None	None
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	8815	chatMessage	okay I think I have an idea of what wudsies are 	Confirmation	None	None	None
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	55561	chatMessage	Great remember there are many of each but they have different colors like the puffer some were solid yell with red stripes while others were Solid Yellow with Yellow stripes	Follow-Up	Generic	None	"Shape,Kind,Size,Color"
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	2223	chatMessage	okay thanks	Confirmation	None	None	None
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	10351	chatMessage	Great not sure how to exit the chat	Misc	None	None	None
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	4767	chatMessage	I think I will press continue 	Misc	None	None	None
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	4509	chatMessage	Hi there 	Social	None	None	None
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	719	chatMessage	hi	Social	None	None	None
pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1.5404E+12	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	8080	chatMessage	There were only 5 morseth	Informative	Quantifier	Numeric	None
