iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	text	reactionTime	eventType
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540396932198	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	hello, any identifying characteristics?	8251	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540396955079	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	They all have orange in them and the others do not	28430	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540396971518	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	that is the only difference I see	6511	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540396975531	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	ok 	1085	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397134981	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	I think they are the fish with blue in them	11288	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397141419	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	ok, just the fish?	2318	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397145504	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	yes	510	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397147827	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	ok	256	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397253243	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	all of them with orange and purple	6887	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397259332	student	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	all species?	1530	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397262036	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	yes	415	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397264931	student	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	ok	278	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397618633	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	this one was harder	2903	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397628289	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	its all the lobster looking ones	6845	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397653146	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	and the fish and birds with yellow; not yellow beaks but yellow stripes or feathers	23367	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397695841	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	hello?	1823	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397963983	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	all the birds	2478	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397968982	student	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	game seems laggy for me sorry 	5117	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397970957	student	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	ok	234	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397973830	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	and the lobsters with green	7216	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397982855	student	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	got it 	6281	chatMessage
pilot	1958-60a25e4c-ebfe-404f-ba97-eccf2f185024	1540397985255	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	sorry!	7076	chatMessage
