iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	text	reactionTime	eventType
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542666842881	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	Hello	1826	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542666846348	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	hey	641	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542666859559	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	So what did you see	3915	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542666891730	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	The properties of the dorbsy?	14831	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542666916307	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	All of the ones that could look like butterflies were a dorbsy	8220	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542666925121	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	With two wings on top of the body	3778	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542666930568	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	ok	6003	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542666938348	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	is that it?	4753	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542666948188	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	The rest just seemed to random besides that I believe	7011	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542666985367	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	okay 	1960	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542666993647	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	im going to start	6635	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667211849	student	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	hello	1844	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667222909	student	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	what are the javsy?	7372	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667246423	explorer	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	butterfly looking dudes with eyes close are always javsy	8682	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667257369	student	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	anything else??	5895	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667282117	explorer	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	the little standing dudes with a bunch of feathers, the short ones	8162	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667288696	explorer	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	no fish	776	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667298753	explorer	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	actually, the long fish are	2170	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667301805	explorer	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	that should be all	1384	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667309518	student	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	okay im gonna start	5559	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667312701	explorer	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	alright	922	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667434524	explorer	12	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	lorchy is blue	1707	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667439302	explorer	12	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	any blue at all is a lorchy	3930	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667441832	explorer	12	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	and the wide fish too	2320	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667444867	student	12	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	okay	3158	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667456876	student	12	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	so anything blue and all the wide fish	10954	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667461943	explorer	12	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	yeah the ones that look like dory	2922	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667474996	student	12	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	lol okay im going to start	10295	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667479321	explorer	12	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	ok good luck	1751	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667571119	explorer	13	DISJUNCTION,CONJUNCTION	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	alright the little butterfly looking ones	7363	chatMessage
pilot	8273-d4c8900e-3219-4a54-b7b4-de0360ad11f5	1542667583378	explorer	13	DISJUNCTION,CONJUNCTION	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	if they have the red they are a grinky	4211	chatMessage
