iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	text	reactionTime	eventType
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043303150	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	I wish I could help you.There is no obvious pattern. All of the ones that are purple and green are dorbsy	19685	chatMessage
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043314395	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	Thats it?	1647	chatMessage
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043320760	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	All of the ones that have any purple are dorbsy	8015	chatMessage
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043329015	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	But there are some that do not	7039	chatMessage
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043347244	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	Was there any other colors on them?	7638	chatMessage
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043356302	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	I went over them for five minutes and that was all I could get. Sorry	16248	chatMessage
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043380721	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	All kinds of colors but that is not the factor. MOst of what i was shown were dorbsy	19119	chatMessage
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043398650	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	only about ten out of 60 were not	15144	chatMessage
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043404317	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	It's all good. I will try to pick them all then.	44077	chatMessage
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043412971	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	May as well good luck	4070	chatMessage
