iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	reactionTime	eventType	text	messageType	utteranceType	utteranceTypeSignifiers	Properties
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	19090	chatMessage	it seems that only few are purple or yellow	Informative	Generic	None	Color
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	student	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	26008	chatMessage	"Hello, What the creature look like?"	Misc	None	None	None
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	16052	chatMessage	they usually have pink fins or wings	Informative	Generic	Usually	"Shape,Color"
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	student	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	13335	chatMessage	anything else worth knowing?	Follow-Up	Question	Property	None
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	15432	chatMessage	they have big eyes	Follow-Up	Generic	None	Size
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	student	10	"DISUNCTION,DISJUNCTION"	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	3040	chatMessage	thanks	Confirmation	None	None	None
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	student	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	6479	chatMessage	any striking feature?	None	Question	Property	None
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	62265	chatMessage	all the fish are small and long	Informative	Quantifier	All	"Kind,Size"
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	10005	chatMessage	the bird are mainly short	Informative	Quantifier	Mainly	"Kind,Size"
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	20003	chatMessage	all the ones with wings have more narrow wings it seems	Informative	Quantifier	All	"Shape,Size"
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	student	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	10793	chatMessage	anything about their color?	Follow-Up	Question	None	Color
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	3638	chatMessage	no pink	Follow-Up	Generic	None	Color
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	student	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	2009	chatMessage	thanks	Confirmation	None	None	None
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	12	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	10862	chatMessage	anything with a blue body	Informative	Quantifier	Anything	"Shape,Color"
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	12	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	10480	chatMessage	the big orange fish	Informative	Generic	None	"Kind,Size,Color"
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	12	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	21128	chatMessage	as far as the birds its just the blue feathers	Informative	Generic	None	"Kind,Color"
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	student	12	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	5081	chatMessage	anything else?	Follow-Up	Question	Property	None
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	12	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	11779	chatMessage	the ones with wings only if blue	Follow-Up	Generic	None	"Shape,Color"
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	student	12	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	1553	chatMessage	thanks	Confirmation	None	None	None
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	20127	chatMessage	the butterfly with orange and blue wings	Informative	Generic	None	"Kind,Color"
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	student	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	8376	chatMessage	and other creatures?	Follow-Up	Question	Property	Kind
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	6104	chatMessage	no birds at all	Informative	Quantifier	All	Kind
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	student	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	6767	chatMessage	and fish?	Follow-Up	Question	Property	Kind
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	6554	chatMessage	only small blue	Follow-Up	Generic	None	Color
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	student	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	1743	chatMessage	thanks	Confirmation	None	None	None
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	14	"DISJUNCTION,CONJUNCTION"	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	12515	chatMessage	the blue fish with pink stripes	Informative	Generic	None	"Kind,Color"
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	explorer	14	"DISJUNCTION,CONJUNCTION"	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	16715	chatMessage	outside that green and pink anything	Informative	Quantifier	Anything	"Kind,Color"
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1.54207E+12	student	14	"DISJUNCTION,CONJUNCTION"	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	1696	chatMessage	thanks	Confirmation	None	None	None
