iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	text	reactionTime	eventType	messageType
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540419630130	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	hi	578	chatMessage	Social
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540419631625	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	hi	330	chatMessage	Social
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540419646067	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	all wudsies are orane and they can be any animal, birds fish everything	13455	chatMessage	Informative
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540419653700	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	if it is orange, it is a wudsie	5919	chatMessage	Informative
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540419658880	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	okay got it	1880	chatMessage	Confirmation
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540419782167	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	hi	478	chatMessage	Social
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540419868954	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	hi	204172	chatMessage	Social
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540419874884	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	all kweps are pink and orange	4681	chatMessage	Informative
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540419881061	student	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	okay	440	chatMessage	Confirmation
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540419881356	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	any type of animal	2512	chatMessage	Follow-Up
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540419989533	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	zorbs can be any animals	3364	chatMessage	Informative
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540419996326	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	mostly blue orange yellow and green	6218	chatMessage	Informative
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540420002435	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	there is a ton though	2832	chatMessage	Informative
pilot	8523-b32f9435-e146-4762-a36c-2d7db1183dd1	1540420137395	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	mostly green or blue birds and shrimp	6165	chatMessage	Informative
