iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	text	reactionTime	eventType
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1540411873474	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Hello	2302	chatMessage
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1540411900026	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Wudsy's appear to have either an orange body or orange wings	19583	chatMessage
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1540411922690	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Ok	2079	chatMessage
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1540411949003	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Should that be enough to go on? I have no idea what I'll be looking at yet.	14378	chatMessage
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1540411988606	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	Yeah that should be enough. The creatures are mostly either resemble birds or fish	30597	chatMessage
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1540412165650	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	Nice on the last one	4720	chatMessage
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1540412191210	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	Morseths seem to be the fish with blue bodies	24933	chatMessage
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1540412212551	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	Fish with blue bodies, gotcha.	215673	chatMessage
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1540412370721	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	Kweps are orange and pink. Doesnt appear to matter about the type	21965	chatMessage
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1540412399564	student	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	Okeydoke, orange and pink critters.	15316	chatMessage
