iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	reactionTime	eventType	text	messageType	utteranceType	utteranceTypeSignifiers	Properties
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1.54041E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	2302	chatMessage	Hello	Social	None	None	None
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1.54041E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	19583	chatMessage	Wudsy's appear to have either an orange body or orange wings	Informative	Generic	None	Color
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1.54041E+12	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	2079	chatMessage	Ok	Confirmation	None	None	None
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1.54041E+12	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	14378	chatMessage	Should that be enough to go on? I have no idea what I'll be looking at yet.	Follow-Up	Question	Possibility	None
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1.54041E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	30597	chatMessage	Yeah that should be enough. The creatures are mostly either resemble birds or fish	Follow-Up	Quantifier	Mostly	Kind
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1.54041E+12	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	4720	chatMessage	Nice on the last one	Social	None	None	None
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1.54041E+12	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	24933	chatMessage	Morseths seem to be the fish with blue bodies	Informative	Generic	None	"Kind,Color"
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1.54041E+12	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	215673	chatMessage	"Fish with blue bodies, gotcha."	Follow-Up	Generic	None	"Kind,Color"
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1.54041E+12	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	21965	chatMessage	Kweps are orange and pink. Doesnt appear to matter about the type	Informative	Generic	None	Color
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1.54041E+12	student	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	15316	chatMessage	"Okeydoke, orange and pink critters."	Follow-Up	Generic	None	Color
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1.54041E+12	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	9656	chatMessage	This one is difficult.	Misc	None	None	None
