is_correct,time_in_seconds,trial_num,true_label,turker_label,game_id,rule_idx,training_data_fn,rule_type,role,WorkerId
False,3.839,0,False,True,2781-7b4d374f-7141-4793-9c77-05d791257176,1,./js/training_data_body_color_orange_2.json,SINGLE_FEAT,explorer,001e4d1b
True,5.519,1,False,False,2781-7b4d374f-7141-4793-9c77-05d791257176,1,./js/training_data_body_color_orange_2.json,SINGLE_FEAT,explorer,001e4d1b
True,23.114,4,True,True,2781-7b4d374f-7141-4793-9c77-05d791257176,1,./js/training_data_body_color_orange_2.json,SINGLE_FEAT,explorer,001e4d1b
False,23.114,2,True,False,2781-7b4d374f-7141-4793-9c77-05d791257176,1,./js/training_data_body_color_orange_2.json,SINGLE_FEAT,explorer,001e4d1b
True,1.599,5,True,True,2781-7b4d374f-7141-4793-9c77-05d791257176,1,./js/training_data_body_color_orange_2.json,SINGLE_FEAT,explorer,001e4d1b
False,1.599,3,True,False,2781-7b4d374f-7141-4793-9c77-05d791257176,1,./js/training_data_body_color_orange_2.json,SINGLE_FEAT,explorer,001e4d1b
True,1.763,6,False,False,2781-7b4d374f-7141-4793-9c77-05d791257176,1,./js/training_data_body_color_orange_2.json,SINGLE_FEAT,explorer,001e4d1b
True,19.411,8,False,False,2781-7b4d374f-7141-4793-9c77-05d791257176,1,./js/training_data_body_color_orange_2.json,SINGLE_FEAT,explorer,001e4d1b
True,1.865,9,False,False,2781-7b4d374f-7141-4793-9c77-05d791257176,1,./js/training_data_body_color_orange_2.json,SINGLE_FEAT,explorer,001e4d1b
False,1.865,7,False,True,2781-7b4d374f-7141-4793-9c77-05d791257176,1,./js/training_data_body_color_orange_2.json,SINGLE_FEAT,explorer,001e4d1b
True,3.197,11,False,False,2781-7b4d374f-7141-4793-9c77-05d791257176,1,./js/training_data_body_color_orange_2.json,SINGLE_FEAT,explorer,001e4d1b
True,1.241,12,False,False,2781-7b4d374f-7141-4793-9c77-05d791257176,1,./js/training_data_body_color_orange_2.json,SINGLE_FEAT,explorer,001e4d1b
False,1.241,10,False,True,2781-7b4d374f-7141-4793-9c77-05d791257176,1,./js/training_data_body_color_orange_2.json,SINGLE_FEAT,explorer,001e4d1b
