is_correct,time_in_seconds,trial_num,true_label,turker_label,game_id,rule_idx,training_data_fn,rule_type,role,WorkerId
True,11.955,0,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,9.172,2,True,True,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
False,9.172,1,True,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,12.647,4,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
False,12.647,3,False,True,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,3.383,5,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,2.292,6,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,1.991,7,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,2.077,8,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,2.5540000000000003,9,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,1.56,10,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,2.76,11,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,8.58,13,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
False,8.58,12,False,True,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,1.588,14,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,1.699,15,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,1.421,16,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,5.793,18,True,True,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
False,5.793,17,True,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,1.884,19,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,1.427,20,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,2.132,21,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,7.362999999999999,23,True,True,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
False,7.362999999999999,22,True,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,2.93,24,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,11.068,26,True,True,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
False,11.068,25,True,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,5.002,27,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,1.202,28,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,17.328,29,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
True,1.227,30,False,False,3122-1c1fe19f-a549-49f7-8e0f-53c77fe02765,4,./js/training_data_body_color_orange_secondary_color_purple_1.json,CONJUNCTION,explorer,b6e83e4e
