experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	14	birds with purple wings and crests	birds_purple_wings_crests	0	Ollers have at least one purple feather.	6.911	chatMessage	I
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	14	birds with purple wings and crests	birds_purple_wings_crests	0	"Some have all purple feathers, some have only one."	8.335	chatMessage	I
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	student	14	birds with purple wings and crests	birds_purple_wings_crests	0	Hello	4.376	chatMessage	S
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	14	birds with purple wings and crests	birds_purple_wings_crests	0	Hi!	0.599	chatMessage	S
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	student	14	birds with purple wings and crests	birds_purple_wings_crests	0	Ollers sound very colorful	9.663	chatMessage	F
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	24	trees with purple berries or white trunks	trees_purple_berries_or_white_trunks	1	"sorry about last time, i was confused"	6.027	chatMessage	M
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	student	24	trees with purple berries or white trunks	trees_purple_berries_or_white_trunks	1	It's alright	4.858	chatMessage	M
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	24	trees with purple berries or white trunks	trees_purple_berries_or_white_trunks	1	a kwep only has green if the only color on the tree is the leaves and theyre green	17.52	chatMessage	I
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	student	24	trees with purple berries or white trunks	trees_purple_berries_or_white_trunks	1	Okay	3.549	chatMessage	C
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	24	trees with purple berries or white trunks	trees_purple_berries_or_white_trunks	1	so all of the trees with leaves that do NOT have green are kweps	34.104	chatMessage	F
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	24	trees with purple berries or white trunks	trees_purple_berries_or_white_trunks	1	"but if the ONLY color on the tree is green on the LEAVES only, it is also a kwep"	21.064	chatMessage	F
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	24	trees with purple berries or white trunks	trees_purple_berries_or_white_trunks	1	does that make sense?	2.663	chatMessage	C
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	student	24	trees with purple berries or white trunks	trees_purple_berries_or_white_trunks	1	Yes it does make sense	7.424	chatMessage	C
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	2	"okay, luzaks always have whiskers"	381.014	chatMessage	I
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	2	they always have a fin on the top and side	5.592	chatMessage	I
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	2	some have teeth	3.752	chatMessage	I
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	student	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	2	okay	1.521	chatMessage	C
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	2	"some have stripes, some do not BUT all have at least one color (orange or purple)"	24.191	chatMessage	F
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	student	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	2	okay	0.981	chatMessage	F
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	2	there is one exception:	3.27	chatMessage	F
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	2	"if it has a purple body and orange top fin, it's not a luzak"	19.825	chatMessage	F
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	explorer	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	2	even if it has whiskers	8.04	chatMessage	F
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54871E+12	student	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	2	Makes sense	2.226	chatMessage	C
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54872E+12	explorer	4	bugs with white orange head	bugs_orange_head	3	ok im confused lol. 	7.975	chatMessage	C
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54872E+12	explorer	4	bugs with white orange head	bugs_orange_head	3	"so now, this one. if it has wings it has the legs that do NOT have the indentations or rolls"""""	15.007	chatMessage	I
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54872E+12	student	4	bugs with white orange head	bugs_orange_head	3	Okay	0.844	chatMessage	C
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54872E+12	explorer	4	bugs with white orange head	bugs_orange_head	3	"if it has the legs with the rolls"", then it cannot have wings!"""	14.299	chatMessage	F
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54872E+12	explorer	4	bugs with white orange head	bugs_orange_head	3	otherwise they may or may not have wings and antannae	19.718	chatMessage	F
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54872E+12	explorer	4	bugs with white orange head	bugs_orange_head	3	they must also have  at least one color (purple or orange)	11.534	chatMessage	F
mp-game-6	pilot	2331-9fb48063-d1df-45da-a265-1aad9909619f	1.54872E+12	student	4	bugs with white orange head	bugs_orange_head	3	Okay	1.496	chatMessage	C
