iterationName	gameid	time	trialNum	role	type	hits	misses	correct_rejections	false_alarms	score	eventType
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520977810292		explorer	training	14	9	24	3	11	logScores
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520978011346		student	testing	2	12	15	2	0	logScores
pilot1	8223-bdcd1c5b-9612-4ae2-bd85-248431fbb42f	1520978053191		explorer	testing	14	0	5	12	2	logScores
