iterationName	gameid	time	trialNum	role	type	hits	misses	correct_rejections	false_alarms	score	eventType
pilot1	6750-f70238eb-cff0-4907-8097-19d9a142164d	1520975971468		explorer	training	13	7	15	15	-2	logScores
pilot1	6750-f70238eb-cff0-4907-8097-19d9a142164d	1520976170625		explorer	testing	11	3	4	13	-2	logScores
pilot1	6750-f70238eb-cff0-4907-8097-19d9a142164d	1520976214020		student	testing	5	9	12	5	0	logScores
