iterationName	gameid	time	trialNum	role	block_num	time_in_ms	block	critter	critter_num	species	color	prop1	prop2	tar1	tar2	tar3	internal_prop	eventType
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814464594	1	playerA	0	6612	learnCritters	fish	0	reesle	#FF8C00	0	0	false	false	false	1	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814464596	1	playerA	0	6612	learnCritters	fish	1	reesle	#FF8C00	0	0	false	false	false	1	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814464597	1	playerA	0	6612	learnCritters	fish	2	mox	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814464599	1	playerA	0	6612	learnCritters	fish	3	reesle	#FF8C00	0	0	false	false	false	1	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814464603	1	playerA	0	6612	learnCritters	fish	4	reesle	#FF8C00	0	0	false	false	false	1	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814464604	1	playerA	0	6612	learnCritters	fish	5	kwep	#5CA4DB	0	0	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814464604	1	playerA	0	6612	learnCritters	fish	6	kwep	#5CA4DB	0	0	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814464605	1	playerA	0	6612	learnCritters	fish	7	kwep	#5CA4DB	0	0	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814464606	1	playerA	0	6612	learnCritters	fish	8	mox	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814464608	1	playerA	0	6612	learnCritters	fish	9	kwep	#5CA4DB	0	0	false	false	false	1	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814464610	1	playerA	0	6612	learnCritters	fish	10	mox	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814464611	1	playerA	0	6612	learnCritters	fish	11	mox	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814467530	1	playerB	0	9941	learnCritters	tree	0	stup	#F52A37	0.8	0.8	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814467544	1	playerB	0	9941	learnCritters	tree	1	wug	#FF8C00	0.8	0.8	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814467544	1	playerB	0	9941	learnCritters	tree	2	stup	#F52A37	0.8	0.8	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814467545	1	playerB	0	9941	learnCritters	tree	3	wug	#FF8C00	0.8	0.8	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814467546	1	playerB	0	9941	learnCritters	tree	4	zorb	#228C22	0.8	0.8	false	false	false	1	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814467547	1	playerB	0	9941	learnCritters	tree	5	zorb	#228C22	0.8	0.8	false	false	false	1	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814467548	1	playerB	0	9941	learnCritters	tree	6	wug	#FF8C00	0.8	0.8	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814467548	1	playerB	0	9941	learnCritters	tree	7	zorb	#228C22	0.8	0.8	false	false	false	1	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814467549	1	playerB	0	9941	learnCritters	tree	8	stup	#F52A37	0.8	0.8	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814467549	1	playerB	0	9941	learnCritters	tree	9	stup	#F52A37	0.8	0.8	false	false	false	0	logTrain
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814467550	1	playerB	0	9941	learnCritters	tree	10	wug	#FF8C00	0.8	0.8	false	false	false	0	logTrain
