iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492836627	5	playerB	yes	2	yes	33	Male	3	na	nmo	3	I went based on what my partner said if he knew the right details	yes	okay	logSubjInfo
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492878629	5	playerA	yes	1	yes	26	Male	3	It took too long to find another person to do the experiment; it may have gone to 10-12 minutes before I did anything		4.00	I checked each one	yes	okay	logSubjInfo
